"cuenca","cuenca_name","fecha","q_pron","q_pron_min","q_pron_max","q_last_year","q_normal","q_obs","fecha_emision","comentarios"
"6027001","Rio Claro En El Valle","2023-03-01",1.54,0.11,2.98,-1,1.95,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-04-01",-1,-1,-1,-1,21.48,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-05-01",-1,-1,-1,-1,24.07,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-06-01",-1,-1,-1,-1,34.2,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-07-01",-1,-1,-1,-1,31.69,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-08-01",-1,-1,-1,-1,34.45,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-09-01",23.14,15.97,30.39,-1,35.46,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-10-01",33.54,23.15,44.05,-1,47.81,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-11-01",58.65,40.48,77.03,-1,73.2,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2022-12-01",70.11,48.39,92.08,-1,95.23,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-01-01",63.8,44.04,83.79,-1,90.31,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-02-01",49.24,33.98,64.66,-1,56.06,-1,"2022-09-01","version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-03-01",27.76,19.16,36.45,-1,37.54,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-04-01",-1,-1,-1,-1,6.32,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-05-01",-1,-1,-1,-1,12.09,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-06-01",-1,-1,-1,-1,21.32,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-07-01",-1,-1,-1,-1,21.34,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-08-01",-1,-1,-1,-1,21.64,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-09-01",14.28,7.43,21.2,-1,20.32,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-10-01",16.98,8.84,25.2,-1,21.77,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-11-01",18.92,9.85,28.08,-1,22.87,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2022-12-01",14.97,7.8,22.23,-1,20.72,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2023-01-01",10.47,5.45,15.55,-1,13.7,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2023-02-01",6.94,3.62,10.31,-1,7.84,-1,"2022-09-01","version 0.1"
"7103001","Rio Claro En Los Que–es","2023-03-01",4.96,2.59,7.37,-1,5.86,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-04-01",-1,-1,-1,-1,19.11,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-05-01",-1,-1,-1,-1,33.15,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-06-01",-1,-1,-1,-1,51.96,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-07-01",-1,-1,-1,-1,54.11,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-08-01",-1,-1,-1,-1,57.08,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-09-01",29.84,12.22,47.66,-1,54.69,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-10-01",47.9,19.62,76.5,-1,67.78,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-11-01",62.06,25.42,99.11,-1,87.02,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2022-12-01",45.76,18.74,73.08,-1,83.43,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-01-01",33.55,13.74,53.57,-1,55.66,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-02-01",27.89,11.42,44.54,-1,35.54,-1,"2022-09-01","version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-03-01",21.97,9,35.08,-1,26.22,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-04-01",-1,-1,-1,-1,18.3,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-05-01",-1,-1,-1,-1,27.62,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-06-01",-1,-1,-1,-1,34.97,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-07-01",-1,-1,-1,-1,32.85,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-08-01",-1,-1,-1,-1,32.75,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-09-01",25.18,11.41,39.11,-1,34.3,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-10-01",38.95,17.66,60.49,-1,51.32,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-11-01",42.58,19.3,66.12,-1,76.98,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2022-12-01",33.76,15.3,52.43,-1,81.45,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-01-01",24.5,11.1,38.04,-1,51.45,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-02-01",19.73,8.94,30.63,-1,25.29,-1,"2022-09-01","version 0.1"
"7112001","Rio Colorado En Junta Con Palos","2023-03-01",15.64,7.09,24.28,-1,20.13,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-04-01",-1,-1,-1,-1,16.03,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-05-01",-1,-1,-1,-1,21.46,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-06-01",-1,-1,-1,-1,25.87,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-07-01",-1,-1,-1,-1,25.94,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-08-01",-1,-1,-1,-1,23.67,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-09-01",18.14,10.55,25.83,-1,24.38,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-10-01",24.15,14.04,34.37,-1,30.51,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-11-01",29.36,17.07,41.8,-1,38.31,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2022-12-01",24.35,14.16,34.67,-1,40.4,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-01-01",17.83,10.37,25.39,-1,30.73,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-02-01",14.19,8.25,20.2,-1,19.95,-1,"2022-09-01","version 0.1"
"7115001","Rio Palos En Junta Con Colorado","2023-03-01",11.95,6.95,17.01,-1,17.24,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-04-01",-1,-1,-1,-1,105.87,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-05-01",-1,-1,-1,-1,150.04,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-06-01",-1,-1,-1,-1,225.83,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-07-01",-1,-1,-1,-1,231.67,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-08-01",-1,-1,-1,-1,215.44,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-09-01",170.1,97.24,232.19,-1,236.03,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-10-01",256.95,146.89,350.74,-1,317.46,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-11-01",335.95,192.05,458.58,-1,395.92,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2022-12-01",215.96,123.46,294.79,-1,328.87,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2023-01-01",114.94,65.71,156.89,-1,194.28,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2023-02-01",94.86,54.23,129.49,-1,127.52,-1,"2022-09-01","version 0.1"
"7321002","Rio Maule En Armerillo","2023-03-01",68.24,39.01,93.16,-1,100.3,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-04-01",-1,-1,-1,-1,7.46,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-05-01",-1,-1,-1,-1,37.36,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-06-01",-1,-1,-1,-1,65.02,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-07-01",-1,-1,-1,-1,67.85,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-08-01",-1,-1,-1,-1,56.29,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-09-01",37.28,11.59,63.25,-1,47.2,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-10-01",30.93,9.62,52.49,-1,35.47,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-11-01",21.6,6.72,36.65,-1,20.72,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2022-12-01",7.9,2.46,13.4,-1,10.23,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-01-01",3.01,0.94,5.11,-1,4.54,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-02-01",2.2,0.68,3.73,-1,2.79,-1,"2022-09-01","version 0.1"
"7330001","Rio Perquilauquen En San Manuel","2023-03-01",2.38,0.74,4.04,-1,3.31,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-04-01",-1,-1,-1,-1,11.42,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-05-01",-1,-1,-1,-1,44.46,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-06-01",-1,-1,-1,-1,69.7,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-07-01",-1,-1,-1,-1,58.52,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-08-01",-1,-1,-1,-1,53.81,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-09-01",36.67,16.89,53.53,-1,45.91,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-10-01",37.64,17.34,54.95,-1,41.37,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-11-01",32.29,14.87,47.13,-1,30.74,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2022-12-01",17.67,8.14,25.79,-1,20.14,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2023-01-01",11.6,5.34,16.94,-1,11.72,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2023-02-01",8.13,3.74,11.86,-1,7.8,-1,"2022-09-01","version 0.1"
"7350003","Rio Longavi En El Castillo","2023-03-01",5.22,2.41,7.62,-1,6.83,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-04-01",-1,-1,-1,-1,12.59,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-05-01",-1,-1,-1,-1,42.06,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-06-01",-1,-1,-1,-1,72.12,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-07-01",-1,-1,-1,-1,75.28,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-08-01",-1,-1,-1,-1,68.18,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-09-01",54.27,25.48,78.8,-1,56.65,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-10-01",41.34,19.41,60.04,-1,48.73,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-11-01",43.17,20.27,62.68,-1,43.76,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2022-12-01",24.9,11.69,36.16,-1,31.1,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2023-01-01",13.27,6.23,19.27,-1,16.11,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2023-02-01",9.27,4.35,13.46,-1,9.41,-1,"2022-09-01","version 0.1"
"7354002","Rio Achibueno En La Recova","2023-03-01",5.29,2.49,7.69,-1,6.57,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-04-01",-1,-1,-1,-1,14.42,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-05-01",-1,-1,-1,-1,22.27,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-06-01",-1,-1,-1,-1,34.75,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-07-01",-1,-1,-1,-1,36.73,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-08-01",-1,-1,-1,-1,27.76,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-09-01",18.23,7.76,28.83,-1,20.19,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-10-01",14.27,6.07,22.56,-1,18.4,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-11-01",17.37,7.39,27.46,-1,17.73,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2022-12-01",16.5,7.02,26.09,-1,17.63,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-01-01",15.47,6.58,24.46,-1,19.89,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-02-01",18.52,7.88,29.28,-1,20.65,-1,"2022-09-01","version 0.1"
"7358001","Rio Putagan En Yerbas Buenas","2023-03-01",15.66,6.66,24.76,-1,17.85,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-04-01",-1,-1,-1,-1,3.08,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-05-01",-1,-1,-1,-1,4.46,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-06-01",-1,-1,-1,-1,7.59,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-07-01",-1,-1,-1,-1,8.39,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-08-01",-1,-1,-1,-1,6.98,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-09-01",2.64,0.13,5.17,-1,3.97,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-10-01",2.11,0.11,4.13,-1,2.97,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-11-01",2.87,0.15,5.62,-1,2.75,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2022-12-01",2.15,0.11,4.21,-1,2.46,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-01-01",1.35,0.07,2.65,-1,2.23,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-02-01",2.54,0.13,4.98,-1,2.38,-1,"2022-09-01","version 0.1"
"7381001","Estero Los Puercos En Puente Los Puercos","2023-03-01",2.69,0.14,5.27,-1,3.36,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-04-01",-1,-1,-1,-1,8.61,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-05-01",-1,-1,-1,-1,27.76,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-06-01",-1,-1,-1,-1,44.52,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-07-01",-1,-1,-1,-1,44.08,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-08-01",-1,-1,-1,-1,42.11,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-09-01",41.01,23.72,58.5,-1,46.04,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-10-01",46.85,27.09,66.83,-1,53.57,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-11-01",40.7,23.54,58.05,-1,45.52,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2022-12-01",21.32,12.33,30.41,-1,27.76,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-01-01",10.64,6.15,15.18,-1,13.08,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-02-01",7.4,4.28,10.55,-1,7.31,-1,"2022-09-01","version 0.1"
"8104001","Rio Sauces Antes Junta Con „uble","2023-03-01",5.71,3.3,8.14,-1,6.75,-1,"2022-09-01","version 0.1"
