"cuenca","cuenca_name","fecha","q_pron","q_pron_min","q_pron_max","q_last_year","q_normal","q_obs","fecha_emision","comentarios"
"5200001","Rio Alicahue En Colliguay","2023-06-01",-1,-1,-1,-1,0.85,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-07-01",-1,-1,-1,-1,0.88,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-08-01",-1,-1,-1,-1,1.19,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-09-01",1.76,-0.5,4.06,-1,1.56,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-10-01",2.58,-0.74,5.94,-1,2.36,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-11-01",2.74,-0.78,6.31,-1,2.24,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2023-12-01",1.95,-0.56,4.48,-1,1.56,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2024-01-01",1.56,-0.45,3.59,-1,1.01,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2024-02-01",1,-0.28,2.29,-1,0.7,-1,2023-05-01,"version 0.1"
"5200001","Rio Alicahue En Colliguay","2024-03-01",0.8,-0.23,1.83,-1,0.6,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-04-01",-1,-1,-1,-1,4.19,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-05-01",-1,-1,-1,-1,3.04,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-06-01",-1,-1,-1,-1,2.23,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-07-01",-1,-1,-1,-1,2.03,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-08-01",-1,-1,-1,-1,2.01,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-09-01",2.39,1.2,3.59,-1,2.28,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-10-01",2.79,1.41,4.19,-1,3.81,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-11-01",5.89,2.97,8.84,-1,6.94,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2023-12-01",9.01,4.54,13.52,-1,10.85,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2024-01-01",10.98,5.54,16.49,-1,11.7,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2024-02-01",9.41,4.75,14.13,-1,8.92,-1,2023-05-01,"version 0.1"
"5401003","Rio Juncal En Juncal","2024-03-01",7.34,3.7,11.02,-1,7.07,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-04-01",-1,-1,-1,-1,14.5,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-05-01",-1,-1,-1,-1,12.91,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-06-01",-1,-1,-1,-1,14.44,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-07-01",-1,-1,-1,-1,15.17,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-08-01",-1,-1,-1,-1,16.59,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-09-01",21.83,4.48,39.37,-1,19.29,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-10-01",29.07,5.96,52.43,-1,31.96,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-11-01",61.56,12.63,111.03,-1,57.15,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2023-12-01",81.76,16.77,147.47,-1,73.85,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2024-01-01",70.41,14.45,127.01,-1,59.16,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2024-02-01",42.86,8.79,77.3,-1,34.28,-1,2023-05-01,"version 0.1"
"5410002","Rio Aconcagua En Chacabuquito","2024-03-01",24.89,5.11,44.89,-1,23.32,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-04-01",-1,-1,-1,-1,0.25,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-05-01",-1,-1,-1,-1,0.38,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-06-01",-1,-1,-1,-1,1.11,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-07-01",-1,-1,-1,-1,1.02,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-08-01",-1,-1,-1,-1,1.22,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-09-01",0.84,-0.25,1.94,-1,1.22,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-10-01",1.2,-0.36,2.77,-1,1.29,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-11-01",1.39,-0.41,3.22,-1,1.12,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2023-12-01",0.88,-0.26,2.03,-1,0.69,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2024-01-01",0.54,-0.16,1.24,-1,0.41,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2024-02-01",0.38,-0.11,0.88,-1,0.27,-1,2023-05-01,"version 0.1"
"5411001","Estero Pocuro En El Sifon","2024-03-01",0.32,-0.09,0.73,-1,0.24,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-04-01",-1,-1,-1,-1,2.57,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-05-01",-1,-1,-1,-1,2.71,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-06-01",-1,-1,-1,-1,3.52,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-07-01",-1,-1,-1,-1,4.13,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-08-01",-1,-1,-1,-1,5.27,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-09-01",6.31,-2.12,14.83,-1,6.61,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-10-01",9.31,-3.12,21.88,-1,10.54,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-11-01",15.85,-5.32,37.26,-1,16.05,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2023-12-01",18.17,-6.09,42.7,-1,16.7,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2024-01-01",11.09,-3.72,26.07,-1,9.69,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2024-02-01",5.96,-2,14.01,-1,4.65,-1,2023-05-01,"version 0.1"
"5414001","Rio Putaendo En Resguardo Los Patos","2024-03-01",4.22,-1.42,9.92,-1,3.58,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-04-01",-1,-1,-1,-1,20.12,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-05-01",-1,-1,-1,-1,17.14,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-06-01",-1,-1,-1,-1,17.85,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-07-01",-1,-1,-1,-1,16.26,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-08-01",-1,-1,-1,-1,16.48,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-09-01",20.19,9.39,31.12,-1,18.3,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-10-01",21.01,9.77,32.38,-1,24.87,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-11-01",36.48,16.96,56.23,-1,38.81,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2023-12-01",54.59,25.37,84.13,-1,55.76,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2024-01-01",59.75,27.77,92.08,-1,59.33,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2024-02-01",43.36,20.16,66.83,-1,42.48,-1,2023-05-01,"version 0.1"
"5707002","Rio Colorado Antes Junta Rio Maipo","2024-03-01",31.38,14.58,48.36,-1,33.39,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-04-01",-1,-1,-1,-1,73.54,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-05-01",-1,-1,-1,-1,62.68,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-06-01",-1,-1,-1,-1,62.37,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-07-01",-1,-1,-1,-1,65.66,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-08-01",-1,-1,-1,-1,65.87,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-09-01",79.7,20.55,139.51,-1,72.39,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-10-01",97.03,25.02,169.84,-1,103.35,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-11-01",145.62,37.55,254.89,-1,154.6,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2023-12-01",172.11,44.39,301.26,-1,213.54,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2024-01-01",173.24,44.68,303.25,-1,207.1,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2024-02-01",126.59,32.65,221.59,-1,139.84,-1,2023-05-01,"version 0.1"
"5710001","Rio Maipo En El Manzano","2024-03-01",100.89,26.02,176.6,-1,106.01,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-04-01",-1,-1,-1,-1,0.46,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-05-01",-1,-1,-1,-1,0.4,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-06-01",-1,-1,-1,-1,0.35,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-07-01",-1,-1,-1,-1,0.38,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-08-01",-1,-1,-1,-1,0.42,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-09-01",0.44,0.03,0.85,-1,0.51,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-10-01",0.49,0.03,0.95,-1,0.79,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-11-01",1.17,0.07,2.29,-1,1.51,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2023-12-01",2.11,0.13,4.11,-1,2.47,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2024-01-01",2.17,0.13,4.22,-1,2.28,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2024-02-01",1.24,0.08,2.42,-1,1.33,-1,2023-05-01,"version 0.1"
"5721001","Estero Yerba Loca Antes Junta San Francisco","2024-03-01",0.76,0.05,1.48,-1,0.87,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-04-01",-1,-1,-1,-1,0.75,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-05-01",-1,-1,-1,-1,0.84,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-06-01",-1,-1,-1,-1,1.4,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-07-01",-1,-1,-1,-1,1.56,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-08-01",-1,-1,-1,-1,1.38,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-09-01",1.93,0.05,3.83,-1,1.41,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-10-01",2.27,0.05,4.51,-1,2.03,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-11-01",3.19,0.08,6.33,-1,2.89,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2023-12-01",3.05,0.07,6.06,-1,2.71,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2024-01-01",1.94,0.05,3.86,-1,1.54,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2024-02-01",1.4,0.03,2.78,-1,0.9,-1,2023-05-01,"version 0.1"
"5722001","Estero Arrayan En La Montosa","2024-03-01",1.19,0.03,2.36,-1,0.8,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-04-01",-1,-1,-1,-1,2.08,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-05-01",-1,-1,-1,-1,2.83,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-06-01",-1,-1,-1,-1,4.49,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-07-01",-1,-1,-1,-1,4.69,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-08-01",-1,-1,-1,-1,5.82,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-09-01",8.28,0.37,16.28,-1,7.1,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-10-01",10.69,0.48,21.02,-1,9.82,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-11-01",12.87,0.58,25.31,-1,10.83,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2023-12-01",10.67,0.48,20.98,-1,9.56,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2024-01-01",7.62,0.34,14.98,-1,6.74,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2024-02-01",4.72,0.21,9.29,-1,3.84,-1,2023-05-01,"version 0.1"
"5722002","Rio Mapocho En Los Almendros","2024-03-01",2.84,0.13,5.58,-1,2.71,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-04-01",-1,-1,-1,-1,0.11,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-05-01",-1,-1,-1,-1,0.15,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-06-01",-1,-1,-1,-1,0.26,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-07-01",-1,-1,-1,-1,0.36,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-08-01",-1,-1,-1,-1,0.31,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-09-01",0.23,-0.58,1.04,-1,0.31,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-10-01",0.13,-0.34,0.6,-1,0.31,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-11-01",0.09,-0.23,0.42,-1,0.18,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2023-12-01",0.09,-0.24,0.43,-1,0.21,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2024-01-01",0.08,-0.19,0.35,-1,0.17,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2024-02-01",0.09,-0.23,0.41,-1,0.14,-1,2023-05-01,"version 0.1"
"5730008","Quebrada Ramon En Recinto Emos","2024-03-01",0.07,-0.18,0.33,-1,0.16,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-04-01",-1,-1,-1,-1,0.02,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-05-01",-1,-1,-1,-1,0.15,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-06-01",-1,-1,-1,-1,0.92,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-07-01",-1,-1,-1,-1,1.73,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-08-01",-1,-1,-1,-1,1.88,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-09-01",0.89,-0.57,2.36,-1,1.09,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-10-01",0.54,-0.35,1.44,-1,0.51,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-11-01",0.28,-0.18,0.74,-1,0.26,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2023-12-01",0.13,-0.08,0.35,-1,0.15,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2024-01-01",0.1,-0.06,0.27,-1,0.08,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2024-02-01",0.06,-0.04,0.15,-1,0.05,-1,2023-05-01,"version 0.1"
"5741001","Estero Puangue En Boqueron","2024-03-01",0.03,-0.02,0.07,-1,0.02,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-04-01",-1,-1,-1,-1,26.81,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-05-01",-1,-1,-1,-1,24.46,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-06-01",-1,-1,-1,-1,22.47,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-07-01",-1,-1,-1,-1,22.22,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-08-01",-1,-1,-1,-1,20.81,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-09-01",28.65,13.86,43.61,-1,21.89,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-10-01",33.86,16.38,51.54,-1,31.58,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-11-01",69.73,33.73,106.14,-1,58.21,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2023-12-01",89.03,43.07,135.51,-1,89.87,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2024-01-01",66.02,31.93,100.48,-1,83.25,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2024-02-01",45.54,22.03,69.32,-1,52.6,-1,2023-05-01,"version 0.1"
"6003001","Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal","2024-03-01",40.1,19.4,61.04,-1,41.71,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-04-01",-1,-1,-1,-1,3.24,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-05-01",-1,-1,-1,-1,4.94,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-06-01",-1,-1,-1,-1,9.78,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-07-01",-1,-1,-1,-1,9.84,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-08-01",-1,-1,-1,-1,9.15,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-09-01",6.62,2.54,10.74,-1,8.36,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-10-01",11.83,4.53,19.2,-1,8.96,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-11-01",12.83,4.92,20.83,-1,10.61,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2023-12-01",12.6,4.83,20.46,-1,11.91,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2024-01-01",10.13,3.88,16.45,-1,8.93,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2024-02-01",7.54,2.89,12.25,-1,5.42,-1,2023-05-01,"version 0.1"
"6013001","Rio Claro En Hacienda Las Nieves","2024-03-01",5.4,2.07,8.77,-1,4.17,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-04-01",-1,-1,-1,-1,2.47,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-05-01",-1,-1,-1,-1,6.57,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-06-01",-1,-1,-1,-1,14.22,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-07-01",-1,-1,-1,-1,15.67,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-08-01",-1,-1,-1,-1,15.59,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-09-01",11.28,-0.6,23.29,-1,15.16,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-10-01",16.23,-0.86,33.51,-1,16.95,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-11-01",14.85,-0.79,30.66,-1,15.03,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2023-12-01",6.14,-0.33,12.67,-1,8.68,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2024-01-01",2.22,-0.12,4.59,-1,3.47,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2024-02-01",1.02,-0.05,2.11,-1,1.89,-1,2023-05-01,"version 0.1"
"6027001","Rio Claro En El Valle","2024-03-01",1.43,-0.08,2.95,-1,1.95,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-04-01",-1,-1,-1,-1,21.48,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-05-01",-1,-1,-1,-1,24.07,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-06-01",-1,-1,-1,-1,34.2,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-07-01",-1,-1,-1,-1,31.69,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-08-01",-1,-1,-1,-1,34.45,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-09-01",34.84,16.59,53.3,-1,35.46,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-10-01",44.58,21.22,68.2,-1,47.81,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-11-01",69.05,32.87,105.63,-1,73.2,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2023-12-01",88.64,42.2,135.6,-1,95.23,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2024-01-01",92.21,43.9,141.07,-1,90.31,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2024-02-01",57.77,27.5,88.38,-1,56.06,-1,2023-05-01,"version 0.1"
"6028001","Rio Tinguiririca Bajo Los Briones","2024-03-01",39.05,18.59,59.75,-1,37.54,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-04-01",-1,-1,-1,-1,6.32,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-05-01",-1,-1,-1,-1,12.09,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-06-01",-1,-1,-1,-1,21.32,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-07-01",-1,-1,-1,-1,21.34,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-08-01",-1,-1,-1,-1,21.64,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-09-01",19.14,7.51,30.9,-1,20.32,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-10-01",22.77,8.93,36.76,-1,21.77,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-11-01",23.02,9.03,37.17,-1,22.87,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2023-12-01",20.87,8.19,33.69,-1,20.72,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2024-01-01",13,5.1,20.99,-1,13.7,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2024-02-01",8.11,3.18,13.09,-1,7.84,-1,2023-05-01,"version 0.1"
"7103001","Rio Claro En Los Que–es","2024-03-01",5.55,2.18,8.96,-1,5.86,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-04-01",-1,-1,-1,-1,19.11,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-05-01",-1,-1,-1,-1,33.15,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-06-01",-1,-1,-1,-1,51.96,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-07-01",-1,-1,-1,-1,54.11,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-08-01",-1,-1,-1,-1,57.08,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-09-01",43.15,10.29,76.37,-1,54.69,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-10-01",60.55,14.44,107.16,-1,67.78,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-11-01",85.77,20.46,151.8,-1,87.02,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2023-12-01",75.33,17.97,133.32,-1,83.43,-1,2023-05-01,"version 0.1"
"7104002","Rio Teno Despues De Junta Con Claro","2024-01-01",50.81,12.12,89.93,-1,55.66,-1,2023-05-01,"version 0.1"
