"month_initialisation","metric_name","mean_value","median_value","min_value","max_value"
"1˚may","rmse_avg",169.601835252498,147.30558194481,3.55493609076716,416.39583586122
"1˚may","r2_avg",0.145987731874233,0.12126065935242,7.81332100222322e-05,0.52968094271348
"1˚may","mae_avg",124.999597073316,93.0874176997272,2.51286003505562,328.911404449323
"1˚may","pbias_avg",-0.541479286257652,-0.276916579680649,-6.8948896471647,-0.0372946677307773
"1˚may","crps_ens",93.720223597048,74.3083341779735,1.92326437568574,235.308337690466
"1˚may","crpss_climatology",0.232101559533718,0.245984655799523,0.107081180546164,0.300721022412703
"1˚may","crps_reliability",6.06924998505303,6.49127644394985,0.12122900422705,12.2336296887037
"1˚may","crps_potential",87.6509736119949,66.413857221874,1.80203537145869,223.074708001763
"1˚may","accuracy_ens",0.321537321937322,0.321794871794872,0.305923076923077,0.345051282051282
"1˚may","accuracy_uni",0.302393162393162,0.307692307692308,0.15,0.435897435897436
"1˚may","precision_humedo",0.293111801209532,0.291486789846313,0.28247697527872,0.318400120066036
"1˚may","precision_normal",0.375897985277187,0.376868183654235,0.362197928653625,0.384595831215048
"1˚may","precision_seco",0.302381772955552,0.298339038924813,0.283443975055321,0.345650727958022
"1˚may","recall_humedo",0.328731481481481,0.336666666666667,0.19425,0.439416666666667
"1˚may","recall_normal",0.290213333333333,0.302466666666667,0.1146,0.466066666666667
"1˚may","recall_seco",0.353498148148148,0.351,0.234833333333333,0.466083333333333
"1˚jun","rmse_avg",163.796077063204,130.83402183596,3.08424471851034,401.643866185738
"1˚jun","r2_avg",0.0566115958295762,0.0152525594338798,6.53173190501562e-05,0.662837665885236
"1˚jun","mae_avg",120.041363552226,89.0733034815177,2.17839462409283,309.962903516733
"1˚jun","pbias_avg",-0.439522751892373,-0.245705389399954,-4.93143833556682,-0.0342372231703765
"1˚jun","crps_ens",90.4090210108282,68.1217557951624,1.68023781198194,226.747542738871
"1˚jun","crpss_climatology",0.25832190426387,0.248775785355226,0.160419191614481,0.391402242867351
"1˚jun","crps_reliability",5.65502583531414,5.97783971745846,0.0857358377742471,11.4287566189569
"1˚jun","crps_potential",84.7539951755141,62.5761414255717,1.59450197420769,215.779503872574
"1˚jun","accuracy_ens",0.338908262108262,0.334871794871795,0.308846153846154,0.397615384615385
"1˚jun","accuracy_uni",0.356261204919742,0.358974358974359,0.225,0.487179487179487
"1˚jun","precision_humedo",0.322626045227691,0.315375259354654,0.279896013864818,0.42710880195599
"1˚jun","precision_normal",0.372334143006061,0.372038420490929,0.354218271892758,0.393880562242758
"1˚jun","precision_seco",0.329380829234679,0.325743319533308,0.282134993546428,0.428425148474299
"1˚jun","recall_humedo",0.362301851851852,0.363666666666667,0.24225,0.47575
"1˚jun","recall_normal",0.289211851851852,0.298266666666667,0.112933333333333,0.4648
"1˚jun","recall_seco",0.377635185185185,0.3775,0.263416666666667,0.473833333333333
"1˚jul","rmse_avg",135.33267558346,95.359049972296,2.92336518170197,322.776558222306
"1˚jul","r2_avg",0.284332935982819,0.282195773505017,0.00453382232579405,0.640939979442484
"1˚jul","mae_avg",100.406467731089,68.7426587247608,2.05709237050938,258.423353924025
"1˚jul","pbias_avg",-0.315142268899849,-0.196183123599968,-3.45010877188924,-0.0203548341030024
"1˚jul","crps_ens",74.2875749116883,54.5509511223885,1.54979026922047,184.039312453584
"1˚jul","crpss_climatology",0.377590063617703,0.395123151234903,0.172309133005366,0.563148488752423
"1˚jul","crps_reliability",4.60346935066665,4.96210527821355,0.0922122389791523,9.95536740655182
"1˚jul","crps_potential",69.6841055610216,51.3636357693351,1.45757803024132,176.07127328181
"1˚jul","accuracy_ens",0.408847863247863,0.40548717948718,0.324589743589744,0.542230769230769
"1˚jul","accuracy_uni",0.477756931415468,0.487179487179487,0.205128205128205,0.615384615384615
"1˚jul","precision_humedo",0.453269198679331,0.44327765834298,0.294371992468094,0.744659309506935
"1˚jul","precision_normal",0.394797803426788,0.393777269894037,0.354722422494593,0.456071658442394
"1˚jul","precision_seco",0.389612912352843,0.384582070160243,0.298540201195068,0.543910480567489
"1˚jul","recall_humedo",0.499842592592593,0.51325,0.295583333333333,0.647416666666667
"1˚jul","recall_normal",0.323074074074074,0.316533333333333,0.129333333333333,0.566866666666667
"1˚jul","recall_seco",0.42507037037037,0.43525,0.319,0.500416666666667
"1˚ago","rmse_avg",129.844676382978,103.718824190011,2.90853852629497,296.594223764726
"1˚ago","r2_avg",0.451389340664321,0.492273127590573,0.00846204406475534,0.807880466807192
"1˚ago","mae_avg",88.2146545864474,60.2898203217583,2.04813055536239,242.611239560074
"1˚ago","pbias_avg",-0.211099483439087,-0.111533848608543,-2.22808068402583,-0.0135970335716403
"1˚ago","crps_ens",68.9215484388694,50.2609202472322,1.52880473660694,164.963507254453
"1˚ago","crpss_climatology",0.429666320387983,0.436791109499081,0.124724448603557,0.663523012806429
"1˚ago","crps_reliability",5.52711343368802,4.63018335814366,0.0989765567705219,27.7196384060969
"1˚ago","crps_potential",63.3944350051814,43.7281092844022,1.42982817983642,157.879204489864
"1˚ago","accuracy_ens",0.456064387464387,0.453384615384615,0.321461538461538,0.589
"1˚ago","accuracy_uni",0.548490028490028,0.538461538461538,0.230769230769231,0.743589743589744
"1˚ago","precision_humedo",0.518864590843145,0.505040863807194,0.289548315694819,0.757274872198191
"1˚ago","precision_normal",0.420207175718496,0.418902802623733,0.370633893919793,0.486298437165489
"1˚ago","precision_seco",0.440305822884954,0.429956536275493,0.297167584579072,0.649395509499136
