"","3414001","3421001","3430003","3820001","4302001","4311001","4313001","4320001","4501001","4503001","4511002","4513001","4515002","4522002","4531002","4703002","5100001","5101001","5200001","5401003","5410002","5411001","5414001","5707002","5710001","5721001","5722001","5722002","5730008","5741001","6003001","6013001","6027001","6028001","7103001","7104002","7112001","7115001","7321002","7330001","7350003","7354002","7358001","7381001","8104001"
"1985-04-01",47.1078370651951,182.254025039596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.940884769034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-02",46.3398438548219,181.10120374158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626727383046144,0.528959076993702,0,0,0,0,0,134.876709710168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-03",45.8131926662925,180.359199448102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124209138519296,0,0,0.632949303402051,0.532313667667665,0.00184178438993947,0,0,0,0,134.389543756166,0,0,0.00040591857790165,0,0,0.000183653427311388,0,0,0,0,0,0,0,0
"1985-04-04",45.1410532571862,179.345538441428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.775786625943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-05",44.4220881153419,178.319703110304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071403586732067,0.239458511325718,0,0,0,0,0,127.842790509082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-06",43.8513919064042,177.470300422067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796855837912983,0.239688587071743,0,0,0,0,0,125.478699383653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-07",42.9422688866008,176.134189563429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.813162187621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-08",42.0778816451156,174.813409660576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.221526858123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-09",41.3209469796348,173.652850832821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.868254616969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-10",40.6355061211391,172.635005749141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.111859281478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-11",39.9727620610739,171.68006299927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8347576651975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-12",39.2474315075847,170.627652334466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1945186087499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-13",38.5732496154998,169.70599870731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.4739521014397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-14",38.2771633417519,169.313050195676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1961282589687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-15",37.4844039656331,168.142986179234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8560005761971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-16",36.5106036502816,166.656734093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0443314819111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-17",34.9585151994444,164.345279142028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9336086551375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-18",33.2408378845919,161.82788617013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3508633079059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-19",31.8187368966668,159.737822067832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4316600923831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-20",30.4087689793941,157.704951336185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3284664953929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-21",29.1974661372086,155.967196384712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61854959943696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04-22",28.2003305809825,154.549369373104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
