"cuenca","cuenca_name","vol_normal","vol_pasado","vol_promax","vol_promin","vol_pron","year","fecha_emision","comentarios"
"3820001","Rio Huasco En Algodones",4.38,99.1,290.36,-54.67,119.45,1989,"1989-09-01","version 0.1"
"5410002","Rio Aconcagua En Chacabuquito",6.52,446.59,1245.17,272.92,763.55,1989,"1989-09-01","version 0.1"
"7321002","Rio Maule En Armerillo",4489.26,4077.77,5943.07,3465.46,4697.38,1989,"1989-09-01","version 0.1"
