"wy_simple","wym","cod_cuenca","SLZ","SSM","SUZ","SWE","STORAGE"
2014,8,"7115001",756.122,493.505,9.58,9.464,1268.671
2015,8,"7115001",809.363,514.872,7.923,98.663,1430.821
2016,8,"7115001",518.808,397.108,0,0,915.916
2017,8,"7115001",739.265,496.044,25.782,22.994,1284.085
2018,8,"7115001",639.333,450.04,0,0,1089.373
2019,8,"7115001",377.109,284.594,0,0,661.703
2020,8,"7115001",644.66,441.628,0,0,1086.288
2021,8,"7115001",455.674,339.492,0,0,795.166
2022,8,"7115001",585.672,419.694,0,0,1005.366
1981,9,"7115001",553.215,456.247,0,0,1009.462
1982,9,"7115001",1122.733,654.368,25.985,0,1803.086
1983,9,"7115001",827.699,533.582,0,0,1361.281
1984,9,"7115001",946.175,577.516,45.612,690.213,2259.516
1985,9,"7115001",593.977,447.491,0,0,1041.468
1986,9,"7115001",668.395,495.09,0,0,1163.485
1987,9,"7115001",906.324,563.569,0,0,1469.893
1988,9,"7115001",665.723,438.957,0,0,1104.68
1989,9,"7115001",606.737,385.562,0,0,992.299
1990,9,"7115001",425.807,289.844,0,0,715.651
1991,9,"7115001",800.798,519.309,5.093,0,1325.2
1992,9,"7115001",836.748,549.48,0,0,1386.228
1993,9,"7115001",712.144,496.188,0,0,1208.332
1994,9,"7115001",621.777,421.725,0,0,1043.502
1995,9,"7115001",817.824,506.797,0,0,1324.621
1996,9,"7115001",376.514,262.524,0,0,639.038
1997,9,"7115001",948.133,580.568,0,0,1528.701
1998,9,"7115001",254.817,185.072,0,0,439.889
1999,9,"7115001",623.615,397.115,0,0,1020.73
2000,9,"7115001",835.509,538.172,0,0,1373.681
2001,9,"7115001",674.814,451.647,0,0,1126.461
2002,9,"7115001",973.767,590.459,0,0,1564.226
2003,9,"7115001",426.802,338.802,0,0,765.604
2004,9,"7115001",546.707,370.364,0,0,917.071
2005,9,"7115001",816.974,542.368,0,0,1359.342
2006,9,"7115001",735.794,494.427,0,0,1230.221
2007,9,"7115001",660.596,431.282,0,0,1091.878
2008,9,"7115001",572.323,408.435,0,0,980.758
2009,9,"7115001",621.385,413.144,0,0,1034.529
2010,9,"7115001",585.875,373.024,0,0,958.899
2011,9,"7115001",664.434,401.345,0,0,1065.779
2012,9,"7115001",477.612,364.273,0,0,841.885
2013,9,"7115001",405.506,275.262,0,0,680.768
2014,9,"7115001",657.191,423.19,0,0,1080.381
2015,9,"7115001",711.884,444.726,0,0,1156.61
2016,9,"7115001",425.444,300.657,0,0,726.101
2017,9,"7115001",632.123,405.859,0,0,1037.982
2018,9,"7115001",517.215,353.994,0,0,871.209
2019,9,"7115001",314.178,185.422,0,0,499.6
2020,9,"7115001",521.058,339.008,0,0,860.066
2021,9,"7115001",375.533,239.345,0,0,614.878
2022,9,"7115001",472.612,312.372,0,0,784.984
1981,10,"7115001",446.006,351.451,0,0,797.457
1982,10,"7115001",932.322,564.908,0,0,1497.23
1983,10,"7115001",671.147,429.242,0,0,1100.389
1984,10,"7115001",1033.287,605.466,70.032,23.173,1731.958
1985,10,"7115001",483.945,347.858,0,0,831.803
1986,10,"7115001",534.42,386.318,0,0,920.738
1987,10,"7115001",724.693,458.582,0,0,1183.275
1988,10,"7115001",537.886,330.817,0,0,868.703
1989,10,"7115001",490.688,279.957,0,0,770.645
1990,10,"7115001",353.569,197.066,0,0,550.635
1991,10,"7115001",649.438,410.316,0,0,1059.754
1992,10,"7115001",677.945,441.723,0,0,1119.668
1993,10,"7115001",570.882,386.589,0,0,957.471
1994,10,"7115001",499.121,313.896,0,0,813.017
1995,10,"7115001",664.612,408.878,0,0,1073.49
1996,10,"7115001",310.617,161.381,0,0,471.998
1997,10,"7115001",759.884,467.896,0,0,1227.78
1998,10,"7115001",212.573,88.882,0,0,301.455
1999,10,"7115001",500.841,291.937,0,0,792.778
2000,10,"7115001",692.991,442.277,0,0,1135.268
2001,10,"7115001",541.833,345.388,0,0,887.221
2002,10,"7115001",828.377,499.157,0,0,1327.534
2003,10,"7115001",344.516,228.533,0,0,573.049
2004,10,"7115001",445.659,271.074,0,0,716.733
2005,10,"7115001",657.505,431.62,0,0,1089.125
2006,10,"7115001",590.885,384.344,0,0,975.229
2007,10,"7115001",533.6,320.913,0,0,854.513
2008,10,"7115001",458.587,295.881,0,0,754.468
2009,10,"7115001",502.173,303.698,0,0,805.871
2010,10,"7115001",487.06,279.327,0,0,766.387
2011,10,"7115001",537.224,292.417,0,0,829.641
2012,10,"7115001",391.716,257.13,0,0,648.846
2013,10,"7115001",330.33,166.222,0,0,496.552
2014,10,"7115001",525.499,311.138,0,0,836.637
2015,10,"7115001",588.692,345.994,0,0,934.686
2016,10,"7115001",340.174,178.972,0,0,519.146
2017,10,"7115001",511.371,300.15,0,0,811.521
2018,10,"7115001",434.493,255.712,0,0,690.205
2019,10,"7115001",259.278,77.007,0,0,336.285
2020,10,"7115001",455.111,277.345,23.341,0,755.797
2021,10,"7115001",311.332,141.137,0,0,452.469
2022,10,"7115001",378.724,200.754,0,0,579.478
1981,11,"7115001",373.35,272.686,0,0,646.036
1982,11,"7115001",771.727,484.616,0,0,1256.343
1983,11,"7115001",546.809,342.735,0,0,889.544
1984,11,"7115001",903.835,524.285,0,0,1428.12
1985,11,"7115001",402.262,264.858,0,0,667.12
1986,11,"7115001",456.924,303.354,0,0,760.278
1987,11,"7115001",589.352,364.149,0,0,953.501
1988,11,"7115001",439.483,235.343,0,0,674.826
1989,11,"7115001",402.973,192.607,0,0,595.58
1990,11,"7115001",290.493,108.291,0,0,398.784
1991,11,"7115001",560.985,342.784,0,0,903.769
1992,11,"7115001",562.254,352.414,0,0,914.668
1993,11,"7115001",469.215,302.392,0,0,771.607
1994,11,"7115001",409.476,228.878,0,0,638.354
1995,11,"7115001",539.121,318.441,0,0,857.562
1996,11,"7115001",263.46,85.35,0,0,348.81
1997,11,"7115001",653.407,396.013,0,0,1049.42
1998,11,"7115001",177.318,35.371,0,0,212.689
1999,11,"7115001",461.441,251.255,0,0,712.696
2000,11,"7115001",566.212,347.161,0,0,913.373
2001,11,"7115001",459.58,266.215,0,0,725.795
2002,11,"7115001",676.83,413.011,0,0,1089.841
2003,11,"7115001",281.707,137.787,0,0,419.494
2004,11,"7115001",364.249,177.173,0,0,541.422
2005,11,"7115001",553.148,345.693,0,0,898.841
2006,11,"7115001",515.477,320.565,0,0,836.042
2007,11,"7115001",434.712,228.028,0,0,662.74
2008,11,"7115001",387.995,216.794,0,0,604.789
2009,11,"7115001",410.337,214.854,0,0,625.191
2010,11,"7115001",420.526,207.493,0,0,628.019
2011,11,"7115001",455.374,215.133,0,0,670.507
2012,11,"7115001",363.293,205.428,0,0,568.721
2013,11,"7115001",269.932,81.132,0,0,351.064
2014,11,"7115001",430.475,221.211,0,0,651.686
2015,11,"7115001",477.83,250.144,0,0,727.974
2016,11,"7115001",295.3,107.248,0,0,402.548
2017,11,"7115001",430.934,217.14,0,0,648.074
2018,11,"7115001",355.994,161.222,0,0,517.216
2019,11,"7115001",210.322,20.736,0,0,231.058
2020,11,"7115001",391.816,190.509,0,0,582.325
2021,11,"7115001",258.93,61.512,0,0,320.442
2022,11,"7115001",309.648,106.171,0,0,415.819
1981,12,"7115001",330.734,225.359,0,0,556.093
1982,12,"7115001",628.184,413.087,0,0,1041.271
1983,12,"7115001",472.892,289.76,0,0,762.652
1984,12,"7115001",747.825,457.899,0,0,1205.724
1985,12,"7115001",329.187,198.326,0,0,527.513
1986,12,"7115001",398.541,248.123,0,0,646.664
1987,12,"7115001",507.188,313.141,0,0,820.329
1988,12,"7115001",360.73,170.488,0,0,531.218
1989,12,"7115001",361.485,185.544,13.345,0,560.374
1990,12,"7115001",234.499,43.74,0,0,278.239
1991,12,"7115001",472.673,279.46,0,0,752.133
1992,12,"7115001",453.924,274.501,0,0,728.425
1993,12,"7115001",397.202,239.023,0,0,636.225
1994,12,"7115001",331.522,157.516,0,0,489.038
1995,12,"7115001",449.789,253.55,0,0,703.339
1996,12,"7115001",223.652,50.143,0,0,273.795
1997,12,"7115001",523.422,321.462,0,0,844.884
1998,12,"7115001",148.741,24.674,0,0,173.415
1999,12,"7115001",370.581,180.719,0,0,551.3
2000,12,"7115001",469.981,280.523,0,0,750.504
2001,12,"7115001",422.25,237.092,0,0,659.342
2002,12,"7115001",541.168,330.758,0,0,871.926
2003,12,"7115001",261.583,115.225,1.991,0,378.799
2004,12,"7115001",302.207,115.527,0,0,417.734
2005,12,"7115001",446.606,275.49,0,0,722.096
2006,12,"7115001",453.095,273.296,0,0,726.391
2007,12,"7115001",356.897,161.485,0,0,518.382
2008,12,"7115001",310.69,136.275,0,0,446.965
2009,12,"7115001",328.106,133.61,0,0,461.716
2010,12,"7115001",359.103,158.589,0,0,517.692
2011,12,"7115001",366.359,135.504,0,0,501.863
2012,12,"7115001",294.767,138.53,0,0,433.297
2013,12,"7115001",228.29,55.87,0,0,284.16
2014,12,"7115001",346.406,138.777,0,0,485.183
2015,12,"7115001",382.052,168.94,0,0,550.992
2016,12,"7115001",254.012,63.927,0,0,317.939
2017,12,"7115001",369.51,169.819,0,0,539.329
2018,12,"7115001",284.677,84.448,0,0,369.125
2019,12,"7115001",168.164,6.448,0,0,174.612
2020,12,"7115001",328.564,130.038,0,0,458.602
2021,12,"7115001",207.055,21.981,0,0,229.036
2022,12,"7115001",247.586,35.901,0,0,283.487
1981,1,"7321002",151.339,448.623,0,0,599.962
1982,1,"7321002",93.066,390.438,0,0,483.504
1983,1,"7321002",168.339,490.204,0,1.105,659.648
1984,1,"7321002",121.899,399.476,0,0,521.375
1985,1,"7321002",205.225,509.563,0,0.429,715.217
1986,1,"7321002",158.862,456.251,0,0,615.113
1987,1,"7321002",117.232,405.62,0,0,522.852
1988,1,"7321002",130.189,414.446,0,0,544.635
1989,1,"7321002",87.668,344.294,0,0,431.962
1990,1,"7321002",170.36,437.932,0,0,608.292
1991,1,"7321002",100.052,351.418,0,0,451.47
1992,1,"7321002",181.31,466.878,0,0.778,648.966
1993,1,"7321002",155.822,441.629,0,0,597.451
1994,1,"7321002",149.781,451.038,12.608,0,613.427
1995,1,"7321002",126.508,428.938,25.715,0,581.161
1996,1,"7321002",137.518,420.821,0,0,558.339
1997,1,"7321002",122.797,406.335,19.06,0,548.192
1998,1,"7321002",157.247,457.208,0,0,614.455
1999,1,"7321002",37.544,242.475,0,0,280.019
2000,1,"7321002",112.628,371.641,0,0,484.269
2001,1,"7321002",135.435,418.104,0,43.616,597.155
2002,1,"7321002",152.866,442.471,0,0,595.337
2003,1,"7321002",133.946,426.345,0,0,560.291
2004,1,"7321002",141.532,438.484,0,0,580.016
2005,1,"7321002",73.728,325.812,0,0,399.54
2006,1,"7321002",147.935,434.323,0,0,582.258
2007,1,"7321002",120.09,412.078,0,0,532.168
2008,1,"7321002",124.959,378.469,0,24.36,527.788
2009,1,"7321002",72.098,317.451,0,0,389.549
2010,1,"7321002",81.903,340.204,0,0,422.107
2011,1,"7321002",149.234,411.603,0,0,560.837
2012,1,"7321002",114.974,354.537,0,0,469.511
2013,1,"7321002",83.592,340.796,0,0,424.388
2014,1,"7321002",71.055,319.897,4.742,0,395.694
2015,1,"7321002",79.109,320.429,0,0,399.538
2016,1,"7321002",207.972,478.614,2.218,0,688.804
2017,1,"7321002",76.944,312.53,0,0,389.474
2018,1,"7321002",140.297,404.935,0,0,545.232
2019,1,"7321002",67.138,305.898,0,0,373.036
2020,1,"7321002",49.723,252.168,0,0,301.891
2021,1,"7321002",83.74,315.393,0,0,399.133
2022,1,"7321002",133.378,390.92,1.171,15.124,540.593
2023,1,"7321002",80.417,327.887,15.952,0.548,424.804
1981,2,"7321002",341.416,689.469,58.531,49.03,1138.446
1982,2,"7321002",211.599,561.916,3.634,11.714,788.863
1983,2,"7321002",198.421,536.485,0,78.076,812.982
1984,2,"7321002",228.867,527.549,3.717,188.527,948.66
1985,2,"7321002",273.553,596.332,21.189,39.933,931.007
1986,2,"7321002",288.21,595.634,10.686,218.566,1113.096
1987,2,"7321002",138.454,450.119,0,36.51,625.083
1988,2,"7321002",130.686,440.084,0,0,570.77
1989,2,"7321002",93.34,370.149,0,0,463.489
1990,2,"7321002",178.276,484.3,0,14.327,676.903
1991,2,"7321002",216.266,631.446,82.998,0,930.71
1992,2,"7321002",329.912,641.345,33.107,123.285,1127.649
1993,2,"7321002",246.585,558.752,0,187.518,992.855
1994,2,"7321002",181.573,498.702,0,14.627,694.902
1995,2,"7321002",124.097,439.133,15.859,0,579.089
1996,2,"7321002",136.869,444.393,0,14.35,595.612
1997,2,"7321002",186.157,477.226,0,44.362,707.745
1998,2,"7321002",167.511,485.688,0,7.905,661.104
1999,2,"7321002",71.36,310.102,0,0,381.462
2000,2,"7321002",112.577,397.389,0,26.735,536.701
2001,2,"7321002",239.118,569.45,35.986,11.905,856.459
2002,2,"7321002",235.289,568.906,34.586,115.154,953.935
2003,2,"7321002",152.643,473.596,0,0,626.239
2004,2,"7321002",115.294,435.002,0,4.748,555.044
2005,2,"7321002",247.071,542.512,21.57,223.083,1034.236
2006,2,"7321002",190.67,508.77,2.259,0,701.699
2007,2,"7321002",98.158,408.376,0,30.911,537.445
2008,2,"7321002",226.291,628.302,15.559,27.854,898.006
2009,2,"7321002",136.529,422.668,0,0,559.197
2010,2,"7321002",97.815,381.592,0,4.462,483.869
2011,2,"7321002",127.624,418.249,0,2.677,548.55
2012,2,"7321002",164.988,488.276,27.496,0,680.76
2013,2,"7321002",132.867,452.256,35.348,83.589,704.06
2014,2,"7321002",130.347,420.397,0,21.65,572.394
2015,2,"7321002",68.394,326.575,0,0,394.969
2016,2,"7321002",212.781,509.093,0,3.306,725.18
2017,2,"7321002",107.45,377.166,0,19.125,503.741
2018,2,"7321002",162.736,456.73,5.057,13.302,637.825
2019,2,"7321002",139.436,421.488,5.983,25.168,592.075
2020,2,"7321002",60.287,283.224,0,14.801,358.312
2021,2,"7321002",116.413,387.72,7.333,0,511.466
2022,2,"7321002",173.511,464.041,0,0.004,637.556
1981,3,"7321002",353.117,712.782,16.089,78.719,1160.707
1982,3,"7321002",355.225,689.957,15.901,441.827,1502.91
1983,3,"7321002",237.763,618.148,0,366.835,1222.746
1984,3,"7321002",239.223,577.967,18.165,401.058,1236.413
1985,3,"7321002",317.818,634.754,0,39.232,991.804
1986,3,"7321002",379.71,734.637,0,314.624,1428.971
1987,3,"7321002",171.158,508.468,0,4.134,683.76
1988,3,"7321002",187.388,558.507,62.721,146.882,955.498
1989,3,"7321002",137.68,440.366,4.931,107.055,690.032
1990,3,"7321002",176.097,512.372,0,0,688.469
1991,3,"7321002",294.905,679.971,0,186.512,1161.388
1992,3,"7321002",407.187,710.413,0,581.252,1698.852
1993,3,"7321002",336.08,704.169,59.891,293.815,1393.955
1994,3,"7321002",267.668,585.959,0,215.946,1069.573
1995,3,"7321002",280.749,578.066,0,225.805,1084.62
1996,3,"7321002",166.035,527.445,0,28.811,722.291
1997,3,"7321002",332.581,650.929,0,372.171,1355.681
1998,3,"7321002",160.625,509.392,0,54.228,724.245
1999,3,"7321002",177.797,454.589,2.997,193.193,828.576
2000,3,"7321002",282.861,665.326,87.541,408.617,1444.345
2001,3,"7321002",275.895,615.503,2.432,45.925,939.755
2002,3,"7321002",255.156,616.645,0,330.005,1201.806
2003,3,"7321002",295.542,624.437,0,0,919.979
2004,3,"7321002",218.801,544.186,0,20.644,783.631
2005,3,"7321002",371.011,678.192,60.316,383.494,1493.013
2006,3,"7321002",313.13,652.509,0,83.873,1049.512
2007,3,"7321002",109.009,445.438,0,273.653,828.1
2008,3,"7321002",244.965,661.762,0,151.776,1058.503
2009,3,"7321002",209.351,528.565,0,110.19,848.106
2010,3,"7321002",160.101,468.287,0,238.375,866.763
2011,3,"7321002",159.541,477.214,0,194.385,831.14
2012,3,"7321002",282.687,614.837,48.93,12.677,959.131
2013,3,"7321002",185.885,505.563,4.121,124.097,819.666
2014,3,"7321002",164.829,483.761,0,348.534,997.124
2015,3,"7321002",106.721,405.461,0,28.852,541.034
2016,3,"7321002",177.713,519.372,0,0,697.085
2017,3,"7321002",206.009,522.012,9.355,124.385,861.761
2018,3,"7321002",207.171,528.744,4.542,113.514,853.971
2019,3,"7321002",178.632,485.69,0,161.645,825.967
2020,3,"7321002",174.889,459.422,12.558,347.776,994.645
2021,3,"7321002",130.258,426.336,0,44.268,600.862
2022,3,"7321002",183.521,512.71,11.688,77.427,785.346
1981,4,"7321002",344.271,735.58,8.222,194.518,1282.591
1982,4,"7321002",440.706,762.364,0,599.53,1802.6
1983,4,"7321002",244.008,657.209,0,642.354,1543.571
1984,4,"7321002",288.922,642.502,0,1074.513,2005.937
1985,4,"7321002",298.672,669.17,0,183.819,1151.661
1986,4,"7321002",346.548,744.012,0,294.841,1385.401
1987,4,"7321002",289.913,657.279,0,371.156,1318.348
1988,4,"7321002",219.586,587.924,2.389,352.158,1162.057
1989,4,"7321002",167.922,490.929,0,356.913,1015.764
1990,4,"7321002",156.233,528.164,0,162.732,847.129
1991,4,"7321002",311.979,720.567,0,403.665,1436.211
1992,4,"7321002",324.235,721.118,0,703.846,1749.199
1993,4,"7321002",321.796,719.84,0,458.009,1499.645
1994,4,"7321002",332.815,695.944,7.123,471.532,1507.414
1995,4,"7321002",317.037,640.658,0,796.575,1754.27
1996,4,"7321002",149.036,537.598,0,58.426,745.06
1997,4,"7321002",335.026,698.696,38.672,436.431,1508.825
1998,4,"7321002",128.535,507.712,0,40.95,677.197
1999,4,"7321002",160.075,476.085,0,268.613,904.773
2000,4,"7321002",282.304,679.912,0,483.715,1445.931
2001,4,"7321002",411.468,736.729,39.545,400.71,1588.452
2002,4,"7321002",280.195,658.434,0,461.311,1399.94
2003,4,"7321002",283.6,655.738,0,130.588,1069.926
2004,4,"7321002",252.502,594.611,0,217.271,1064.384
2005,4,"7321002",380.548,725.253,35.74,465.296,1606.837
2006,4,"7321002",425.332,752.215,0,184.473,1362.02
2007,4,"7321002",130.88,496.303,0,626.578,1253.761
2008,4,"7321002",257.288,688.488,9.272,311.183,1266.231
2009,4,"7321002",210.495,581.565,0,235.496,1027.556
2010,4,"7321002",143.815,495.814,0,480.492,1120.121
2011,4,"7321002",150.091,503.23,0,438.786,1092.107
2012,4,"7321002",257.188,623.261,0,55.011,935.46
2013,4,"7321002",208.158,555.724,0,230.108,993.99
2014,4,"7321002",182.153,555.467,45.878,449.192,1232.69
2015,4,"7321002",204.501,522.982,0,214.806,942.289
2016,4,"7321002",225.964,576.588,0,169.258,971.81
2017,4,"7321002",192.728,541.915,0,247.956,982.599
2018,4,"7321002",203.526,561.116,0,197.385,962.027
2019,4,"7321002",185.167,518.934,0,192.82,896.921
2020,4,"7321002",222.562,530.573,0,612.545,1365.68
2021,4,"7321002",119.219,445.881,0,38.522,603.622
2022,4,"7321002",198.735,546.322,0,385.834,1130.891
1981,5,"7321002",342.641,751.594,0,311.191,1405.426
1982,5,"7321002",455.285,792.185,26.759,695.314,1969.543
1983,5,"7321002",242.456,674.124,0,753.395,1669.975
1984,5,"7321002",230.027,645.6,0,1207.496,2083.123
1985,5,"7321002",223.768,662.275,0,229.154,1115.197
1986,5,"7321002",372.825,762.859,0,433.921,1569.605
1987,5,"7321002",323.161,695.29,0,701.379,1719.83
1988,5,"7321002",274.788,643.69,0,654.364,1572.842
1989,5,"7321002",232.641,563.041,0,608.892,1404.574
1990,5,"7321002",213.929,574.55,0,102.78,891.259
1991,5,"7321002",252.066,716.404,0,427.466,1395.936
1992,5,"7321002",297.51,729.326,8.71,801.571,1837.117
1993,5,"7321002",317.154,737.679,12.247,454.557,1521.637
1994,5,"7321002",258.593,690.942,0,470.959,1420.494
1995,5,"7321002",296.896,661.668,0,1019.155,1977.719
1996,5,"7321002",183.932,571.785,0,199.486,955.203
1997,5,"7321002",431.569,750.078,12.459,404.264,1598.37
1998,5,"7321002",111.009,510.856,0,65.978,687.843
1999,5,"7321002",207.962,545.958,14.49,460.985,1229.395
2000,5,"7321002",249.672,686.751,0,534.145,1470.568
2001,5,"7321002",428.855,764.787,25.301,534.602,1753.545
2002,5,"7321002",370.259,744.693,20.316,714.551,1849.819
2003,5,"7321002",256.297,665.801,0,102.914,1025.012
2004,5,"7321002",260.261,623.695,6.241,212.081,1102.278
2005,5,"7321002",500.764,794.595,15.49,638.062,1948.911
2006,5,"7321002",427.009,770.829,1.849,419.297,1618.984
2007,5,"7321002",115.598,510.264,0,846.686,1472.548
2008,5,"7321002",292.138,719.525,0,541.947,1553.61
2009,5,"7321002",279.415,633.837,0,393.798,1307.05
2010,5,"7321002",150.389,518.136,0,586.34,1254.865
2011,5,"7321002",214.251,572.302,0,789.874,1576.427
2012,5,"7321002",247.923,638.231,0,113.668,999.822
2013,5,"7321002",226.893,590.48,0,331.704,1149.077
2014,5,"7321002",261.83,615.472,10.084,463.799,1351.185
2015,5,"7321002",293.287,605.201,0.834,404.143,1303.465
2016,5,"7321002",271.92,619.373,0,81.222,972.515
2017,5,"7321002",201.375,571.9,0,517.361,1290.636
2018,5,"7321002",204.068,583.301,0,243.675,1031.044
2019,5,"7321002",218.626,558.024,0,122.311,898.961
2020,5,"7321002",198.968,548.927,0,666.244,1414.139
2021,5,"7321002",199.083,543.234,0,217.903,960.22
2022,5,"7321002",175.084,553.928,0,505.412,1234.424
1981,6,"7321002",366.979,762.238,5.627,243.079,1377.923
1982,6,"7321002",541.248,823.718,30.464,648.014,2043.444
1983,6,"7321002",223.019,674.017,0,794.437,1691.473
1984,6,"7321002",312.635,681.793,0,1233.121,2227.549
1985,6,"7321002",307.518,690.39,14.285,119.601,1131.794
1986,6,"7321002",373.799,765.029,5.502,316.696,1461.026
1987,6,"7321002",316.032,702.461,0,761.651,1780.144
1988,6,"7321002",240.933,642.058,0,668.768,1551.759
1989,6,"7321002",234.723,580.232,2.272,561.625,1378.852
1990,6,"7321002",290.699,628.434,11.705,81.938,1012.776
1991,6,"7321002",362.177,742.752,0,304.585,1409.514
1992,6,"7321002",337.453,736.154,5.94,762.191,1841.738
1993,6,"7321002",309.143,736.155,0,398.584,1443.882
1994,6,"7321002",357.755,725.335,16.027,310.107,1409.224
1995,6,"7321002",297.892,669.395,0,946.416,1913.703
1996,6,"7321002",224.668,595.193,6.104,47.144,873.109
1997,6,"7321002",516.492,786.95,0,334.186,1637.628
1998,6,"7321002",134.962,527.15,0,80.145,742.257
1999,6,"7321002",297.75,604.821,3.355,629.155,1535.081
2000,6,"7321002",326.047,719.832,0,768.392,1814.271
2001,6,"7321002",411.473,760.716,0,438.861,1611.05
2002,6,"7321002",400.83,755.317,0,763.73,1919.877
2003,6,"7321002",332.189,692.74,0,0,1024.929
2004,6,"7321002",354.659,671.564,0,141.37,1167.593
2005,6,"7321002",465.367,789.736,0,577.631,1832.734
2006,6,"7321002",446.319,779.922,14.414,343.407,1584.062
2007,6,"7321002",135.016,522.738,0,798.165,1455.919
2008,6,"7321002",339.282,730.487,0,427.385,1497.154
2009,6,"7321002",281.431,657.889,0,452.371,1391.691
2010,6,"7321002",141.932,516.982,0,532.636,1191.55
2011,6,"7321002",272.924,606.427,0,673.398,1552.749
2012,6,"7321002",247.806,636.949,0,1.894,886.649
2013,6,"7321002",256.242,632.058,0,267.822,1156.122
2014,6,"7321002",321.237,649.274,0,470.025,1440.536
2015,6,"7321002",327.594,643.772,16.109,395.797,1383.272
2016,6,"7321002",251.626,612.036,0,0,863.662
2017,6,"7321002",256.585,621.019,37.469,422.197,1337.27
2018,6,"7321002",319.661,672.787,38.736,139.489,1170.673
2019,6,"7321002",259.636,588.368,0.539,78.22,926.763
2020,6,"7321002",215.026,563.102,0,578.185,1356.313
2021,6,"7321002",239.061,574.1,0,195.839,1009
2022,6,"7321002",187.84,564.809,0,450.157,1202.806
1981,7,"7321002",417.45,764.574,27.745,12.743,1222.512
1982,7,"7321002",612.98,830.202,31.487,485.213,1959.882
1983,7,"7321002",361.662,701.051,13.165,455.808,1531.686
1984,7,"7321002",416.063,723.375,28.255,959.788,2127.481
1985,7,"7321002",408.458,711.426,3.589,2.57,1126.043
1986,7,"7321002",491.717,770.984,8.494,9.306,1280.501
1987,7,"7321002",444.29,737.948,36.29,452.407,1670.935
1988,7,"7321002",321.272,660.026,0,462.809,1444.107
1989,7,"7321002",339.412,621.545,0,316.53,1277.487
1990,7,"7321002",272.841,606.853,0,0,879.694
1991,7,"7321002",434.416,751.229,10.493,150.897,1347.035
1992,7,"7321002",435.514,743.128,4.752,483.136,1666.53
1993,7,"7321002",403.01,751.698,11.481,144.431,1310.62
1994,7,"7321002",462.694,742.508,9.852,23.675,1238.729
1995,7,"7321002",399.656,695.977,17.31,677.309,1790.252
1996,7,"7321002",212.171,571.492,0,0,783.663
1997,7,"7321002",578.092,799.489,0,303.086,1680.667
1998,7,"7321002",130.678,491.746,0,0,622.424
1999,7,"7321002",389.547,663.357,50.795,263.331,1367.03
2000,7,"7321002",424.805,738.978,38.026,406.456,1608.265
2001,7,"7321002",518.272,777.042,41.418,0,1336.732
2002,7,"7321002",504.549,776.318,17.265,570.499,1868.631
2003,7,"7321002",290.769,660.398,0,0,951.167
2004,7,"7321002",387.716,679.944,0,0,1067.66
2005,7,"7321002",521.502,786.073,6.814,305.847,1620.236
2006,7,"7321002",544.223,794.169,9.903,99.841,1448.136
2007,7,"7321002",251.548,571.83,0,542.585,1365.963
2008,7,"7321002",424.197,741.771,29.752,117.882,1313.602
2009,7,"7321002",394.149,702.366,33.913,195.362,1325.79
2010,7,"7321002",276.884,580.358,1.509,278.569,1137.32
2011,7,"7321002",358.788,638.31,5.177,401.802,1404.077
2012,7,"7321002",239.025,620.925,0,0,859.95
2013,7,"7321002",367.47,663.216,0,0,1030.686
2014,7,"7321002",444.612,695.888,19.41,58.427,1218.337
2015,7,"7321002",414.691,677.688,6.134,242.674,1341.187
2016,7,"7321002",240.151,591.841,0,11.012,843.004
2017,7,"7321002",391.768,663.972,5.424,232.26,1293.424
2018,7,"7321002",398.742,686.207,11.905,0,1096.854
2019,7,"7321002",244.338,577.331,0,0,821.669
2020,7,"7321002",347.711,622.753,11.109,231.318,1212.891
2021,7,"7321002",290.437,589.031,0,0,879.468
2022,7,"7321002",319.836,616.861,2.083,161.036,1099.816
1981,8,"7321002",332.344,703.723,0,0,1036.067
1982,8,"7321002",660.289,816.105,29,121.914,1627.308
1983,8,"7321002",485.438,721.971,10.039,0,1217.448
1984,8,"7321002",521.212,744.892,43.61,561.631,1871.345
1985,8,"7321002",315.225,646.824,0,0,962.049
1986,8,"7321002",413.736,739.878,36.389,0,1190.003
1987,8,"7321002",541.006,743.946,0,0,1284.952
1988,8,"7321002",453.03,696.712,0,0,1149.742
1989,8,"7321002",391.612,627.793,0,0,1019.405
1990,8,"7321002",224.338,548.858,0,0,773.196
1991,8,"7321002",416.701,711.151,0,0,1127.852
1992,8,"7321002",522.609,761.009,5.393,0,1289.011
1993,8,"7321002",388.257,714.658,0,21.736,1124.651
1994,8,"7321002",351.677,667.656,0,0,1019.333
1995,8,"7321002",512.015,750.897,50.127,0,1313.039
1996,8,"7321002",167.45,501.561,0,0,669.011
1997,8,"7321002",604.987,785.996,0,0,1390.983
1998,8,"7321002",91.704,420.018,0,0,511.722
1999,8,"7321002",417.814,647.448,0,0,1065.262
2000,8,"7321002",529.606,749.161,9.164,0,1287.931
2001,8,"7321002",410.181,708.321,0,0,1118.502
2002,8,"7321002",578.618,786.015,57.249,114.888,1536.77
2003,8,"7321002",247.834,605.222,0,0,853.056
2004,8,"7321002",322.485,631.153,0,0,953.638
2005,8,"7321002",545.782,763.395,0,0,1309.177
2006,8,"7321002",453.793,733.696,0,0,1187.489
2007,8,"7321002",406.504,654.392,26.143,0,1087.039
2008,8,"7321002",363.657,672.611,0,0,1036.268
