"wy_simple","wym","cod_cuenca","AE","SLZ","SM","SP","SUZ","STORAGE"
1981,1,"3414001",0.172,16.418,26.52,1.691,0,44.801
1982,1,"3414001",0.222,11.251,13.502,0,0,24.975
1983,1,"3414001",0.27,19.342,32.904,5.899,0,58.415
1984,1,"3414001",0.546,43.989,66.962,0.002,0,111.499
1985,1,"3414001",0,35.001,31.627,0.048,0,66.676
1986,1,"3414001",0.228,18.108,14.849,0,0,33.185
1987,1,"3414001",0,26.17,50.25,0.43,0,76.85
1988,1,"3414001",0.704,41.548,70.468,37.884,0,150.604
1989,1,"3414001",0,29.22,26.117,18.426,0,73.763
1990,1,"3414001",0,27.791,26.226,9.686,0,63.703
1991,1,"3414001",0.107,12.107,15.115,0.154,0,27.483
1992,1,"3414001",0,19.969,49.312,30.644,0,99.925
1993,1,"3414001",0.344,29.906,29.356,0,0,59.606
1994,1,"3414001",0.117,11.663,11.746,0,0,23.526
1995,1,"3414001",0.129,7.947,10.396,0,0,18.472
1996,1,"3414001",0.262,11.967,25.753,0.106,0,38.088
1997,1,"3414001",0.276,8.98,20.983,0,0,30.239
1998,1,"3414001",0.456,44.885,72.085,7.771,0,125.197
1999,1,"3414001",0,23.132,35.217,6.402,0,64.751
2000,1,"3414001",0.195,14.958,18.604,2.376,0,36.133
2001,1,"3414001",0,21.61,65.064,3.629,0,90.303
2002,1,"3414001",0.137,18.621,22.716,2.893,0,44.367
2003,1,"3414001",0.163,23.266,16.996,1.869,0,42.294
2004,1,"3414001",0,12.012,22.772,8.105,0,42.889
2005,1,"3414001",0,15.155,31.082,19.237,0,65.474
2006,1,"3414001",0.177,15.482,13.104,0,0,28.763
2007,1,"3414001",0.067,8.16,8.886,2.349,0,19.462
2008,1,"3414001",0,13.912,18.676,2.341,0,34.929
2009,1,"3414001",0.17,10.344,13.074,0,0,23.588
2010,1,"3414001",0.114,7.15,8.656,0,0,15.92
2011,1,"3414001",0,10.397,23.095,0,0,33.492
2012,1,"3414001",0,17.856,34.313,20.756,0,72.925
2013,1,"3414001",0.104,11.609,11.025,0,0,22.738
2014,1,"3414001",0,9.916,11.902,0.341,0,22.159
2015,1,"3414001",0.593,11.047,45.877,0,0,57.517
2016,1,"3414001",0,18.913,51.866,16.744,0,87.523
2017,1,"3414001",0.258,26.834,26.859,1.468,0,55.419
2018,1,"3414001",0.28,26.99,20.048,0,0,47.318
2019,1,"3414001",0.087,13.887,10.781,0,0,24.755
1981,2,"3414001",0,14.81,24.74,9.809,0,49.359
1982,2,"3414001",0,10.237,16.205,11.86,0,38.302
1983,2,"3414001",0,18.124,40.615,38.991,0,97.73
1984,2,"3414001",0.345,39.548,59.979,0.526,0,100.398
1985,2,"3414001",0,31.907,33.36,2.539,0,67.806
1986,2,"3414001",0,16.258,13.277,23.198,0,52.733
1987,2,"3414001",0,23.515,50.366,72.28,0,146.161
1988,2,"3414001",0,38.447,74.647,56.563,0,169.657
1989,2,"3414001",0,26.319,27.845,44.092,0,98.256
1990,2,"3414001",0,24.955,25.142,12.38,0,62.477
1991,2,"3414001",0.166,11.325,20.826,0.029,0,32.346
1992,2,"3414001",0,18.067,49.209,71.695,0,138.971
1993,2,"3414001",0,27.465,34.802,22.728,0,84.995
1994,2,"3414001",0.055,10.535,11.171,0.258,0,22.019
1995,2,"3414001",0,7.412,16.377,8.116,0,31.905
1996,2,"3414001",0,10.741,21.447,0.501,0,32.689
1997,2,"3414001",0,9.384,38.825,15.611,0,63.82
1998,2,"3414001",0,41.242,71.738,15.875,0,128.855
1999,2,"3414001",0.194,20.779,30.422,8.711,0,60.106
2000,2,"3414001",0,13.984,27.703,20.737,0,62.424
2001,2,"3414001",0,20.287,70.149,23.397,0,113.833
2002,2,"3414001",0,19.304,55.16,83.096,0,157.56
2003,2,"3414001",0,21.457,25.973,33.271,0,80.701
2004,2,"3414001",0,10.801,21.99,15.498,0,48.289
2005,2,"3414001",0,13.596,30.275,29.002,0,72.873
2006,2,"3414001",0,14.607,24.886,4.367,0,43.86
2007,2,"3414001",0,8.164,28.793,32.383,0,69.34
2008,2,"3414001",0,12.546,18.203,20.506,0,51.255
2009,2,"3414001",0,9.443,14.063,10.208,0,33.714
2010,2,"3414001",0,6.912,21.555,41.151,0,69.618
2011,2,"3414001",0,9.673,24.599,8.406,0,42.678
2012,2,"3414001",0,16.585,39.899,30.511,0,86.995
2013,2,"3414001",0,11.052,26.714,21.684,0,59.45
2014,2,"3414001",0,8.915,10.813,22.488,0,42.216
2015,2,"3414001",0,10.63,45.247,4.051,0,59.928
2016,2,"3414001",0,17.455,53.073,60.649,0,131.177
2017,2,"3414001",0,24.849,35.985,110.823,0,171.657
2018,2,"3414001",0,24.401,21.595,12.41,0,58.406
2019,2,"3414001",0,12.755,17.175,17.858,0,47.788
1981,3,"3414001",0,13.327,24.744,11.047,0,49.118
1982,3,"3414001",0,9.219,16.029,37.168,0,62.416
1983,3,"3414001",0,16.309,40.615,81.429,0,138.353
1984,3,"3414001",0,35.588,59.979,57.063,0,152.63
1985,3,"3414001",0,28.802,30.826,5.195,0,64.823
1986,3,"3414001",0,14.63,13.277,38.866,0,66.773
1987,3,"3414001",0,21.162,50.383,76.29,0,147.835
1988,3,"3414001",0,34.597,74.647,68.645,0,177.889
1989,3,"3414001",0,23.686,27.879,64.027,0,115.592
1990,3,"3414001",0,22.463,25.023,18.518,0,66.004
1991,3,"3414001",0,10.201,20.762,47.313,0,78.276
1992,3,"3414001",0,16.257,49.209,118.992,0,184.458
1993,3,"3414001",0,24.715,34.442,23.654,0,82.811
1994,3,"3414001",0,9.493,10.498,4.232,0,24.223
1995,3,"3414001",0,6.71,16.232,11.273,0,34.215
1996,3,"3414001",0,9.666,20.123,18.104,0,47.893
1997,3,"3414001",0,8.445,38.825,140.37,0,187.64
1998,3,"3414001",0,37.112,71.368,47.377,0,155.857
1999,3,"3414001",0,18.736,29.658,19.826,0,68.22
2000,3,"3414001",0,12.584,27.703,64.349,0,104.636
2001,3,"3414001",0,18.264,68.63,28.311,0,115.205
2002,3,"3414001",0,17.438,55.678,93.659,0,166.775
2003,3,"3414001",0,19.436,26.033,34.599,0,80.068
2004,3,"3414001",0,9.782,22.66,19.45,0,51.892
2005,3,"3414001",0.233,12.317,30.365,38.375,0,81.29
2006,3,"3414001",0,13.144,24.886,13.475,0,51.505
2007,3,"3414001",0,7.346,28.793,81.855,0,117.994
2008,3,"3414001",0,11.302,18.446,44.431,0,74.179
2009,3,"3414001",0,8.497,14.063,21.801,0,44.361
2010,3,"3414001",0,6.221,21.581,52.354,0,80.156
2011,3,"3414001",0,8.709,24.673,59.416,0,92.798
2012,3,"3414001",0,14.925,39.899,47.061,0,101.885
2013,3,"3414001",0,9.947,26.731,32.551,0,69.229
2014,3,"3414001",0,8.022,10.813,31.394,0,50.229
2015,3,"3414001",0,9.566,41.901,4.051,0,55.518
2016,3,"3414001",0,15.707,53.073,111.757,0,180.537
2017,3,"3414001",0,22.361,35.985,147.862,0,206.208
2018,3,"3414001",0,21.958,21.596,29.44,0,72.994
2019,3,"3414001",0,11.83,23.399,23.496,0,58.725
1981,4,"3414001",0,11.966,24.262,18.845,0,55.073
1982,4,"3414001",0,8.271,16.107,78.793,0,103.171
1983,4,"3414001",0,14.624,40.615,144.395,0,199.634
1984,4,"3414001",0,31.912,59.979,144.223,0,236.114
1985,4,"3414001",0,25.877,30.562,34.455,0,90.894
1986,4,"3414001",0,13.119,13.277,59.331,0,85.727
1987,4,"3414001",0,18.978,50.397,195.198,0,264.573
1988,4,"3414001",0,31.045,74.776,81.162,0,186.983
1989,4,"3414001",0,21.239,27.879,80.417,0,129.535
1990,4,"3414001",0,20.143,24.909,35.849,0,80.901
1991,4,"3414001",0,9.147,20.762,82.7,0,112.609
1992,4,"3414001",0,14.578,49.209,149.401,0,213.188
1993,4,"3414001",0,22.162,34.442,40.063,0,96.667
1994,4,"3414001",0,8.919,22.054,30.814,0,61.787
1995,4,"3414001",0,6.017,16.074,19.261,0,41.352
1996,4,"3414001",0,8.667,20.015,20.147,0,48.829
1997,4,"3414001",0,8.207,44.516,158.323,0,211.046
1998,4,"3414001",0,33.281,71.384,58.979,0,163.644
1999,4,"3414001",0,16.8,29.658,30.357,0,76.815
2000,4,"3414001",0,11.284,27.703,88.554,0,127.541
2001,4,"3414001",0.475,16.474,68.142,39.401,0,124.492
2002,4,"3414001",0,15.637,55.678,145.164,0,216.479
2003,4,"3414001",0,17.437,25.809,55.427,0,98.673
2004,4,"3414001",0,8.924,24.629,57.282,0,90.835
2005,4,"3414001",0,11.062,29.473,53.073,0,93.608
2006,4,"3414001",0,12.016,25.425,32.828,0,70.269
2007,4,"3414001",0,6.587,28.793,106.754,0,142.134
2008,4,"3414001",0,10.135,18.451,53.044,0,81.63
2009,4,"3414001",0,7.62,14.063,43.496,0,65.179
2010,4,"3414001",0,5.579,21.581,64.141,0,91.301
2011,4,"3414001",0,7.809,24.673,106.148,0,138.63
2012,4,"3414001",0,13.383,39.699,47.874,0,100.956
2013,4,"3414001",0,9.117,29.239,60.218,0,98.574
2014,4,"3414001",0,7.194,10.816,36.955,0,54.965
2015,4,"3414001",0,8.583,41.961,34.774,0,85.318
2016,4,"3414001",0,14.085,53.074,153.446,0,220.605
2017,4,"3414001",0,20.051,35.191,147.9,0,203.142
2018,4,"3414001",0,19.691,21.623,77.028,0,118.342
2019,4,"3414001",0.158,10.609,22.417,27.893,0,61.077
1981,5,"3414001",0,10.786,24.53,45.075,0,80.391
1982,5,"3414001",0.118,7.426,14.751,80.714,0,103.009
1983,5,"3414001",0,13.198,41.51,193.449,0,248.157
1984,5,"3414001",0,28.615,59.979,162.3,0,250.894
1985,5,"3414001",0,23.412,33.156,74.025,0,130.593
1986,5,"3414001",0,11.764,13.277,88.831,0,113.872
1987,5,"3414001",0,17.018,50.4,258.518,0,325.936
1988,5,"3414001",0.589,27.896,71.089,83.06,0,182.634
1989,5,"3414001",0,19.045,27.879,114.933,0,161.857
1990,5,"3414001",0,18.187,24.392,38.472,0,81.051
1991,5,"3414001",0.217,8.29,20.878,86.388,0,115.773
1992,5,"3414001",0,13.074,48.887,159.139,0,221.1
1993,5,"3414001",0,19.913,32.97,50.448,0,103.331
1994,5,"3414001",0,8.279,25.349,42.097,0,75.725
1995,5,"3414001",0.197,5.439,15.317,22.745,0,43.698
1996,5,"3414001",0,7.777,19.819,41.506,0,69.102
1997,5,"3414001",0,7.359,44.516,235.372,0,287.247
1998,5,"3414001",0.536,30.713,75.423,62.144,0,168.816
1999,5,"3414001",0.204,15.171,29.686,36.436,0,81.497
2000,5,"3414001",0,10.129,27.85,98.042,0,136.021
2001,5,"3414001",0,14.852,64.806,63.783,0,143.441
2002,5,"3414001",0,14.553,58.611,168.316,0,241.48
2003,5,"3414001",0,15.641,24.966,62.236,0,102.843
2004,5,"3414001",0.207,8.054,24.84,78.827,0,111.928
2005,5,"3414001",0,10.085,30.064,72.267,0,112.416
2006,5,"3414001",0,11.474,34.603,44.749,0,90.826
2007,5,"3414001",0,5.911,28.852,113.711,0,148.474
2008,5,"3414001",0.134,9.088,18.037,58.411,0,85.67
2009,5,"3414001",0,6.846,14.023,56.358,0,77.227
2010,5,"3414001",0,5.049,22.116,70.13,0,97.295
2011,5,"3414001",0,7.002,24.673,110.086,0,141.761
2012,5,"3414001",0.373,12.095,38.019,67.066,0,117.553
2013,5,"3414001",0,8.214,29.575,69.652,0,107.441
2014,5,"3414001",0,6.47,10.47,37.39,0,54.33
2015,5,"3414001",0,7.783,42.517,96.419,0,146.719
2016,5,"3414001",0,12.792,53.646,162.761,0,229.199
2017,5,"3414001",0.377,17.984,34.343,160.471,0,213.175
2018,5,"3414001",0,17.657,21.482,77.383,0,116.522
2019,5,"3414001",0.144,9.632,20.33,26.139,0,56.245
1981,6,"3414001",0.197,9.815,23.6,55.376,0,88.988
1982,6,"3414001",0,7.993,33.526,109.951,0,151.47
1983,6,"3414001",0,11.877,41.51,212.254,0,265.641
1984,6,"3414001",0,25.82,59.567,174.642,0,260.029
1985,6,"3414001",0.355,21.069,32.485,77.092,0,131.001
1986,6,"3414001",0.134,10.597,12.83,96.625,0,120.186
1987,6,"3414001",0,15.47,51.224,273.771,0,340.465
1988,6,"3414001",0.672,25.214,65.984,97.816,0,189.686
1989,6,"3414001",0,17.138,27.882,142.493,0,187.513
1990,6,"3414001",0.342,16.448,23.541,52.278,0,92.609
1991,6,"3414001",0,7.738,22.639,101.376,0,131.753
1992,6,"3414001",0.411,11.823,44.651,160.454,0,217.339
1993,6,"3414001",0,17.969,32.047,63.201,0,113.217
1994,6,"3414001",0,8.365,31.202,36.342,0,75.909
1995,6,"3414001",0.262,5.65,27.156,57.262,0,90.33
1996,6,"3414001",0,7.642,26.398,43.429,0,77.469
1997,6,"3414001",0,8.305,55.978,263.842,0,328.125
1998,6,"3414001",0.729,27.671,68.832,66.806,0,164.038
1999,6,"3414001",0.444,14.33,32.534,43.563,0,90.871
2000,6,"3414001",0.319,9.115,26.12,106.688,0,142.242
2001,6,"3414001",0,14.086,66.036,75.971,0,156.093
2002,6,"3414001",0.531,13.098,55.547,170.497,0,239.673
2003,6,"3414001",0.384,14.176,21.684,62.36,0,98.604
2004,6,"3414001",0.232,7.282,21.08,79.343,0,107.937
2005,6,"3414001",0,9.076,30.074,108.609,0,147.759
2006,6,"3414001",0.487,10.518,30.833,44.291,0,86.129
2007,6,"3414001",0.43,5.73,30.318,122.96,0,159.438
2008,6,"3414001",0,8.252,17.834,70.888,0,96.974
2009,6,"3414001",0,6.24,15.003,62.31,0,83.553
2010,6,"3414001",0,4.543,21.74,82.425,0,108.708
2011,6,"3414001",0.287,6.427,22.152,108.559,0,137.425
2012,6,"3414001",0.373,11.484,32.772,64.644,0,109.273
2013,6,"3414001",0,7.579,28.3,69.907,0,105.786
2014,6,"3414001",0.201,6.218,18.685,55.238,0,80.342
2015,6,"3414001",0.423,7.225,41.926,109.104,0,158.678
2016,6,"3414001",0.558,11.685,42.908,161.189,0,216.34
2017,6,"3414001",0,16.225,32.346,174.173,0,222.744
2018,6,"3414001",0.223,16.025,18.031,75.881,0,110.16
2019,6,"3414001",0.32,9.225,24.68,31.753,0,65.978
1981,7,"3414001",0.599,9.566,27.503,57.12,0,94.788
1982,7,"3414001",0.767,8.202,34.774,100.302,0,144.045
1983,7,"3414001",0.323,10.752,33.957,216.734,0,261.766
1984,7,"3414001",0.815,23.829,46.889,171.231,0,242.764
1985,7,"3414001",0.53,20.389,37.899,78.289,0,137.107
1986,7,"3414001",0.204,9.882,17.359,108.361,0,135.806
1987,7,"3414001",0.644,15.163,54.554,289.596,0,359.957
1988,7,"3414001",0.731,22.721,46.858,97.897,0,168.207
1989,7,"3414001",0.456,15.498,23.432,140.873,0,180.259
1990,7,"3414001",0.535,15.489,25.287,46.636,0,87.947
1991,7,"3414001",0.309,7.09,19.485,106.619,0,133.503
1992,7,"3414001",0.62,11.908,40.211,158.872,0,211.611
1993,7,"3414001",0.425,16.846,29.536,56.02,0,102.827
1994,7,"3414001",0,8.259,27.843,34.883,0,70.985
1995,7,"3414001",0.586,5.623,26.72,52.128,0,85.057
1996,7,"3414001",0.626,7.692,27.167,32.555,0,68.04
1997,7,"3414001",1.173,9.592,64.784,288.902,0,364.451
1998,7,"3414001",0.938,27.611,61.21,57.694,0,147.453
1999,7,"3414001",0,16.571,52.547,59.125,0,128.243
2000,7,"3414001",0.405,8.669,23.302,99.368,0,131.744
2001,7,"3414001",1.025,14.972,60.738,74.251,0,150.986
2002,7,"3414001",0.871,12.745,43.078,165.626,0,222.32
2003,7,"3414001",0.524,14.251,30.285,40.749,0,85.809
2004,7,"3414001",0.482,7.386,24.504,76.29,0,108.662
2005,7,"3414001",0.431,8.297,27.681,109.872,0,146.281
2006,7,"3414001",0.764,11.737,39.049,18.313,0,69.863
2007,7,"3414001",0.344,6.387,33.965,110.653,0,151.349
2008,7,"3414001",0.334,7.772,18.047,65.178,0,91.331
2009,7,"3414001",0.77,6.6,25.837,44.985,0,78.192
2010,7,"3414001",0.334,4.335,18.955,81.477,0,105.101
2011,7,"3414001",0.572,6.419,25.088,111.197,0,143.276
2012,7,"3414001",0.699,11.416,32.419,50.937,0,95.471
2013,7,"3414001",0.527,7.541,27.858,59.005,0,94.931
2014,7,"3414001",0.827,8.993,42.398,30.495,0,82.713
2015,7,"3414001",0.796,8.797,51.585,127.226,0,188.404
2016,7,"3414001",0.572,11.296,36.046,159.228,0,207.142
2017,7,"3414001",0.371,15.339,32.66,175.657,0,224.027
2018,7,"3414001",0.484,15.287,24.389,74.925,0,115.085
2019,7,"3414001",1.004,10.129,35.04,13.215,0,59.388
1981,8,"3414001",0.733,11.687,41.589,22.046,0,76.055
1982,8,"3414001",1.362,10.679,44.501,72.43,0,128.972
1983,8,"3414001",1.091,12.893,49.805,204.546,0,268.335
1984,8,"3414001",1.229,25.416,51.003,141.271,0,218.919
1985,8,"3414001",1.404,22.735,50.635,33.981,0,108.755
1986,8,"3414001",0.581,11.151,34.016,87.517,0,133.265
1987,8,"3414001",1.114,16.115,49.976,276.728,0,343.933
1988,8,"3414001",0.872,25.042,49.909,60.693,0,136.516
1989,8,"3414001",0.896,16.276,38.148,127.416,0,182.736
1990,8,"3414001",1.171,17.708,43.319,0,0,62.198
1991,8,"3414001",0.776,8.026,30.432,91.143,0,130.377
1992,8,"3414001",1.012,14.178,47.612,147.826,0,210.628
1993,8,"3414001",0.735,18.163,40.268,19.801,0,78.967
1994,8,"3414001",1.117,10.735,40.015,0,0,51.867
1995,8,"3414001",0.861,9.151,43.081,7.259,0,60.352
1996,8,"3414001",1.09,9.701,35.003,0,0,45.794
1997,8,"3414001",0.809,10.537,50.187,277.069,0,338.602
1998,8,"3414001",1.361,29.426,56.811,20.505,0,108.103
1999,8,"3414001",0.796,16.517,43.48,50.014,0,110.807
2000,8,"3414001",0.956,10.527,39.59,71.749,0,122.822
2001,8,"3414001",1.33,17.171,55.4,42.775,0,116.676
2002,8,"3414001",0.98,14.786,47.138,131.285,0,194.189
2003,8,"3414001",1.276,16.903,42.973,0,0,61.152
2004,8,"3414001",1.336,10.594,47.797,59.234,0,118.961
2005,8,"3414001",0.862,9.375,33.357,90.327,0,133.921
2006,8,"3414001",0.905,12.532,29.866,0,0,43.303
2007,8,"3414001",1,8.131,40.178,83.638,0,132.947
2008,8,"3414001",1.209,10.589,42.358,18.368,0,72.524
2009,8,"3414001",1.274,10.407,43.656,0,0,55.337
2010,8,"3414001",0.791,5.834,31.862,63.333,0,101.82
2011,8,"3414001",1.548,9.575,44.856,64.43,0,120.409
2012,8,"3414001",1.157,14.38,45.53,4.29,0,65.357
2013,8,"3414001",1.111,9.873,41.282,33.468,0,85.734
2014,8,"3414001",0.793,11.289,43.796,0,0,55.878
2015,8,"3414001",0.825,8.982,39.677,121.773,0,171.257
2016,8,"3414001",1.224,13.326,42.719,128.695,0,185.964
2017,8,"3414001",1.057,16.444,40.052,146.258,0,203.811
2018,8,"3414001",0.894,17.793,43.732,26.831,0,89.25
2019,8,"3414001",0.636,10.497,23.985,0,0,35.118
1981,9,"3414001",0.966,13.195,33.853,0,0,48.014
1982,9,"3414001",2.562,21.715,77.843,2.35,0,104.47
1983,9,"3414001",1.994,21.144,67.929,144.565,0,235.632
1984,9,"3414001",2.103,30.142,62.231,89.741,0,184.217
1985,9,"3414001",1.215,24.771,40.731,0,0,66.717
1986,9,"3414001",2.212,20.764,70.594,7.773,0,101.343
1987,9,"3414001",1.498,20.267,56.472,249.396,0,327.633
1988,9,"3414001",1.78,32.321,76.356,9.47,0,119.927
1989,9,"3414001",1.887,23.539,72.986,74.081,0,172.493
1990,9,"3414001",0.858,16.794,28.864,0,0,46.516
1991,9,"3414001",1.264,12.016,50.457,61.055,0,124.792
1992,9,"3414001",1.818,20.044,62.643,88.955,0,173.46
1993,9,"3414001",0.811,18.28,26.574,0,0,45.665
1994,9,"3414001",0.721,10.218,20.41,0,0,31.349
1995,9,"3414001",1.353,14.291,66.192,0,0,81.836
1996,9,"3414001",0.469,8.846,16.289,0,0,25.604
1997,9,"3414001",2.306,17.396,65.233,216.628,0,301.563
1998,9,"3414001",1.092,29.539,39.516,0,0,70.147
1999,9,"3414001",1.501,20.28,51.195,0,0,72.976
2000,9,"3414001",1.794,17.003,59.464,2.875,0,81.136
2001,9,"3414001",1.841,25.434,71.022,0,0,98.297
2002,9,"3414001",2.137,21.495,64.628,79.227,0,167.487
2003,9,"3414001",0.643,15.285,19.23,0,0,35.158
2004,9,"3414001",1.773,17.1,52.423,0,0,71.296
2005,9,"3414001",1.621,17.245,63.3,7.956,0,90.122
2006,9,"3414001",0.607,11.5,16.149,0,0,28.256
2007,9,"3414001",1.713,13.435,55.803,29.497,0,100.448
2008,9,"3414001",1.021,11.59,28.816,0,0,41.427
2009,9,"3414001",0.486,9.435,18.401,0,0,28.322
2010,9,"3414001",1.462,10.774,51.811,3.641,0,67.688
2011,9,"3414001",1.967,17.649,59.905,0,0,79.521
2012,9,"3414001",0.555,13.337,20.106,0,0,33.998
2013,9,"3414001",1.095,13.148,35.198,0,0,49.441
2014,9,"3414001",0.53,10.144,18.694,0,0,29.368
2015,9,"3414001",1.791,14.625,56.901,58.865,0,132.182
2016,9,"3414001",2.707,22.263,69.578,60.226,0,154.774
2017,9,"3414001",1.739,24.199,65.063,63.737,0,154.738
2018,9,"3414001",1.22,18.989,33.227,0,0,53.436
2019,9,"3414001",0.426,9.553,12.874,0,0,22.853
1981,10,"3414001",0.892,13.891,26.295,0,0,41.078
1982,10,"3414001",1.205,21.824,38.797,0,0,61.826
1983,10,"3414001",2.167,33.589,85.566,84.005,0,205.327
1984,10,"3414001",1.585,37.973,76.608,41.569,0,157.735
1985,10,"3414001",0.579,22.577,19.612,0,0,42.768
1986,10,"3414001",1.114,20.532,36.808,0,0,58.454
1987,10,"3414001",1.838,27.362,66.757,174.873,0,270.83
1988,10,"3414001",1.898,35.233,57.853,0,0,94.984
1989,10,"3414001",2.482,33.821,81.083,0.39,0,117.776
1990,10,"3414001",0.32,15.277,13.537,0,0,29.134
1991,10,"3414001",1.416,21.235,66.219,0,0,88.87
1992,10,"3414001",2.992,33.677,84.038,5.274,0,125.981
1993,10,"3414001",0.431,17.12,16.653,0,0,34.204
1994,10,"3414001",0.399,9.847,15.856,0,0,26.102
1995,10,"3414001",1.152,14.465,40.747,0,0,56.364
1996,10,"3414001",0.55,9.27,25.006,0,0,34.826
1997,10,"3414001",2.985,33.429,85.765,94.169,0,216.348
1998,10,"3414001",0.659,27.575,23.857,0,0,52.091
1999,10,"3414001",0.839,19.418,29.284,0,0,49.541
2000,10,"3414001",1.156,17.295,34.661,0,0,53.112
2001,10,"3414001",1.168,23.867,34.392,0,0,59.427
2002,10,"3414001",2.286,30.977,69.532,0,0,102.795
2003,10,"3414001",0.725,14.867,21.263,0,0,36.855
2004,10,"3414001",0.833,16.7,29.979,0,0,47.512
2005,10,"3414001",1.37,18.408,40.053,0,0,59.831
2006,10,"3414001",0.306,10.643,11.589,0,0,22.538
2007,10,"3414001",0.839,17.032,40.721,0,0,58.592
2008,10,"3414001",0.863,12.341,28.319,0,0,41.523
2009,10,"3414001",0.731,9.438,23.548,0,0,33.717
2010,10,"3414001",0.791,10.274,23.278,0,0,34.343
2011,10,"3414001",1.017,19.621,39.565,0,0,60.203
2012,10,"3414001",0.934,13.866,28.121,0,0,42.921
2013,10,"3414001",0.686,12.987,23.386,0,0,37.059
2014,10,"3414001",0.463,9.416,13.662,0,0,23.541
2015,10,"3414001",1.492,20.817,48.605,0,0,70.914
2016,10,"3414001",1.734,32.537,66.11,0,0,100.381
2017,10,"3414001",2.295,32.579,65.912,0,0,100.786
2018,10,"3414001",0.578,17.717,21.095,0,0,39.39
2019,10,"3414001",0.815,10.635,31.262,0,0,42.712
1981,11,"3414001",0.421,13.227,20.218,0,0,33.866
1982,11,"3414001",0.812,22.056,31.653,0,0,54.521
1983,11,"3414001",1.59,42.64,89.588,28.806,0,162.624
1984,11,"3414001",1.87,40.691,59.024,0,0,101.585
1985,11,"3414001",0.65,21.758,23.318,0,0,45.726
1986,11,"3414001",1.652,24.999,54.111,0,0,80.762
1987,11,"3414001",1.893,35.695,79.657,126.355,0,243.6
1988,11,"3414001",1.155,35.136,46.935,0,0,83.226
1989,11,"3414001",1.005,33.888,53.632,0,0,88.525
1990,11,"3414001",0.351,14.465,14.765,0,0,29.581
1991,11,"3414001",0.971,20.14,37.054,0,0,58.165
1992,11,"3414001",1.557,35.794,63.166,0,0,100.517
1993,11,"3414001",0.307,15.82,15.603,0,0,31.73
1994,11,"3414001",0.438,9.582,16.327,0,0,26.347
1995,11,"3414001",0.521,13.173,19.886,0,0,33.58
1996,11,"3414001",0.492,8.567,13.907,0,0,22.966
1997,11,"3414001",2.035,43.598,93.716,36.071,0,175.42
1998,11,"3414001",0.554,25.911,22.716,0,0,49.181
1999,11,"3414001",0.379,17.78,16.989,0,0,35.148
2000,11,"3414001",0.922,17.637,32.253,0,0,50.812
2001,11,"3414001",0.48,22.074,19.783,0,0,42.337
2002,11,"3414001",0.929,28.535,36.287,0,0,65.751
2003,11,"3414001",0.455,13.916,16.243,0,0,30.614
2004,11,"3414001",0.573,15.923,23.706,0,0,40.202
2005,11,"3414001",0.685,19.11,37.454,0,0,57.249
2006,11,"3414001",0.298,9.968,12.313,0,0,22.579
2007,11,"3414001",0.468,15.898,23.808,0,0,40.174
2008,11,"3414001",0.524,12.193,27.333,0,0,40.05
2009,11,"3414001",0.327,8.64,11.564,0,0,20.531
2010,11,"3414001",0.711,10.732,29.899,0,0,41.342
2011,11,"3414001",0.9,20.027,37.099,0,0,58.026
2012,11,"3414001",0.699,14.286,26.337,0,0,41.322
2013,11,"3414001",0.329,11.887,12.42,0,0,24.636
2014,11,"3414001",0.423,9.259,19.049,0,0,28.731
2015,11,"3414001",0.529,18.954,20.897,0,0,40.38
2016,11,"3414001",1.06,31.652,48.013,0,0,80.725
2017,11,"3414001",0.844,32.915,47.55,0,0,81.309
2018,11,"3414001",0.43,16.982,17.856,0,0,35.268
2019,11,"3414001",0.422,9.727,15.056,0,0,25.205
1981,12,"3414001",0.378,12.484,20.061,0,0,32.923
1982,12,"3414001",0.304,20.071,17.307,0,0,37.682
1983,12,"3414001",0.724,48.502,93.291,0.543,0,143.06
1984,12,"3414001",0.896,38.731,43.369,0,0,82.996
1985,12,"3414001",0.275,19.973,17.849,0,0,38.097
1986,12,"3414001",0,28.722,68.647,0.479,0,97.848
1987,12,"3414001",1.498,42.018,82.208,63.125,0,188.849
1988,12,"3414001",0.511,32.063,29.969,0,0,62.543
1989,12,"3414001",0.567,30.591,30.999,0,0,62.157
1990,12,"3414001",0.145,13.095,10.92,0,0,24.16
1991,12,"3414001",0.621,20.854,47.376,10.958,0,79.809
1992,12,"3414001",0.633,32.903,39.161,0,0,72.697
1993,12,"3414001",0.232,14.57,13.225,0,0,28.027
1994,12,"3414001",0.211,8.692,10.239,0,0,19.142
1995,12,"3414001",0.271,12.085,14.842,0,0,27.198
1996,12,"3414001",0.609,9.91,31.433,0,0,41.952
1997,12,"3414001",1.344,47.235,77.988,0,0,126.567
1998,12,"3414001",0.344,24.468,26.565,0,0,51.377
1999,12,"3414001",0.175,16.048,11.015,0,0,27.238
2000,12,"3414001",0.775,21.089,67.394,15.212,0,104.47
2001,12,"3414001",0.216,19.951,12.853,0,0,33.02
2002,12,"3414001",0.322,25.632,18.318,0,0,44.272
2003,12,"3414001",0.223,13.05,24.529,0.036,0,37.838
2004,12,"3414001",0.474,16.301,33.301,0,0,50.076
2005,12,"3414001",0.355,17.151,19.333,0,0,36.839
2006,12,"3414001",0.11,8.951,6.545,0,0,15.606
