"wy_simple","wym","cod_cuenca","AE","SLZ","SM","SP","SUZ","STORAGE"
1991,5,"4511002",1.543,204.293,12.79,0,0,218.626
1992,5,"4511002",0.647,175.669,13.491,57.782,0,247.589
1993,5,"4511002",0,139.796,8.65,7.33,0,155.776
1994,5,"4511002",0,96.662,1.348,0.021,0,98.031
1995,5,"4511002",0.062,37.317,0.046,0,0,37.425
1996,5,"4511002",0.768,77.629,6.73,5.165,0,90.292
1997,5,"4511002",1.065,354.201,22.279,0,0,377.545
1998,5,"4511002",0.312,118.447,0.289,0,0,119.048
1999,5,"4511002",0.537,49.679,0.668,0,0,50.884
2000,5,"4511002",0,132.604,12.81,0,0,145.414
2001,5,"4511002",1.275,152.12,14.827,0,0,168.222
2002,5,"4511002",0,279.511,21.172,16.295,0,316.978
2003,5,"4511002",0,163.448,0.001,0,0,163.449
2004,5,"4511002",1.443,92.499,16.269,0,2.253,112.464
2005,5,"4511002",0,156.175,17.008,16.489,0,189.672
2006,5,"4511002",1.029,160.807,4.991,0,0,166.827
2007,5,"4511002",0.923,144.318,13.067,14.419,0,172.727
2008,5,"4511002",1.028,164.621,18.68,23.428,0,207.757
2009,5,"4511002",1.02,98.192,5.573,0,0,104.785
2010,5,"4511002",1.041,76.206,4.942,0,0,82.189
2011,5,"4511002",1.035,75.277,6.327,40.051,0,122.69
2012,5,"4511002",1.3,67.875,2.46,0,0,71.635
2013,5,"4511002",0.053,80.924,0.071,0,0,81.048
2014,5,"4511002",1.249,49.337,1.609,0,0,52.195
2015,5,"4511002",1.674,127.621,10.273,0,0,139.568
2016,5,"4511002",0.128,194.569,0.108,0,0,194.805
2017,5,"4511002",0.072,142.299,0.098,0,0,142.469
2018,5,"4511002",0.4,75.057,0.739,0.411,0,76.607
2019,5,"4511002",0,35.08,0,0,0,35.08
1981,6,"4511002",0.04,79.507,0.025,0,0,79.572
1982,6,"4511002",0.972,259.78,10.346,5.78,0,276.878
1983,6,"4511002",0.951,157.126,7.062,57.419,0,222.558
1984,6,"4511002",1.167,213.612,5.924,190.469,0,411.172
1985,6,"4511002",0.001,113.826,0.001,0,0,113.828
1986,6,"4511002",1.438,106.163,1.255,0,0,108.856
1987,6,"4511002",0.224,334.704,0.4,0.019,0,335.347
1988,6,"4511002",0.21,99.92,0.167,0,0,100.297
1989,6,"4511002",1.566,157.694,1.26,0,0,160.52
1990,6,"4511002",1.762,71.837,1.486,0,0,75.085
1991,6,"4511002",0.168,200.103,0.328,0.399,0,200.998
1992,6,"4511002",1.599,195.288,2.399,0,0,199.286
1993,6,"4511002",0.781,131.361,1.628,4.858,0,138.628
1994,6,"4511002",0.284,86.579,0.368,0,0,87.231
1995,6,"4511002",0.525,40.26,0.41,0,0,41.195
1996,6,"4511002",0.003,74.319,0.001,0,0,74.323
1997,6,"4511002",0.55,335.297,0.904,0,0,336.751
1998,6,"4511002",0.15,105.798,0.173,0,0,106.121
1999,6,"4511002",1.658,72.742,6.004,0,0,80.404
2000,6,"4511002",1.586,143.068,6.654,0,0,151.308
2001,6,"4511002",0,140.82,0.151,2.573,0,143.544
2002,6,"4511002",0.123,273.181,0.107,0,0,273.411
2003,6,"4511002",0,145.971,0,0,0,145.971
2004,6,"4511002",0.006,98.853,0.006,0,0,98.865
2005,6,"4511002",0.897,150.414,6.95,20.287,0,178.548
2006,6,"4511002",0,143.611,0,0,0,143.611
2007,6,"4511002",0.998,138.202,0.314,0,0,139.514
2008,6,"4511002",0.514,172.327,0.753,0,0,173.594
2009,6,"4511002",0.005,92.703,0.013,0.046,0,92.767
2010,6,"4511002",0.387,73.948,1.043,0.093,0,75.471
2011,6,"4511002",0,91.208,0,0,0,91.208
2012,6,"4511002",0,60.774,0,0,0,60.774
2013,6,"4511002",0.004,72.7,0.006,0.694,0,73.404
2014,6,"4511002",0.1,48.583,0.128,0.766,0,49.577
2015,6,"4511002",1.484,125.539,4.138,0,0,131.161
2016,6,"4511002",0,173.573,0,0,0,173.573
2017,6,"4511002",0.494,128.354,0.661,0.48,0,129.989
2018,6,"4511002",0,67.232,0,0,0,67.232
2019,6,"4511002",0,34.182,0,0,0,34.182
1981,7,"4511002",0,70.697,0,0,0,70.697
1982,7,"4511002",0,234.522,0,0,0,234.522
1983,7,"4511002",0,175.068,0,0,0,175.068
1984,7,"4511002",2.386,325.068,4.078,0,0,331.532
1985,7,"4511002",0.09,107.848,0.108,0,0,108.046
1986,7,"4511002",0.093,96.705,0.058,0,0,96.856
1987,7,"4511002",0,304.503,0,0,0,304.503
1988,7,"4511002",0,88.799,0,0,0,88.799
1989,7,"4511002",0,140.143,0,0,0,140.143
1990,7,"4511002",0,64.239,0,0,0,64.239
1991,7,"4511002",0,178.262,0,0,0,178.262
1992,7,"4511002",0,173.575,0,0,0,173.575
1993,7,"4511002",0,118.168,0,0,0,118.168
1994,7,"4511002",0.381,77.511,0.194,0,0,78.086
1995,7,"4511002",0,36.501,0,0,0,36.501
1996,7,"4511002",0,66.274,0,0,0,66.274
1997,7,"4511002",0.174,311.772,0.084,0,0,312.03
1998,7,"4511002",0,94.023,0,0,0,94.023
1999,7,"4511002",1.096,66.291,1.878,3.46,0,72.725
2000,7,"4511002",0.518,127.241,0.22,0,0,127.979
2001,7,"4511002",0.321,128.545,0.061,0,0,128.927
2002,7,"4511002",0,242.826,0,0,0,242.826
2003,7,"4511002",0,129.725,0,0,0,129.725
2004,7,"4511002",0,89.981,0,0,0,89.981
2005,7,"4511002",0.006,145.005,0.003,0,0,145.014
2006,7,"4511002",0.003,129.818,0.001,0,0,129.822
2007,7,"4511002",0.59,123.061,0.522,0.041,0,124.214
2008,7,"4511002",0,153.154,0,0,0,153.154
2009,7,"4511002",0,82.535,0,0,0,82.535
2010,7,"4511002",0.024,66.43,0.007,0,0,66.461
2011,7,"4511002",0,82.353,0,0,0,82.353
2012,7,"4511002",0,54.163,0,0,0,54.163
2013,7,"4511002",1.717,64.702,0.604,0,0,67.023
2014,7,"4511002",0,45.124,0,0,0,45.124
2015,7,"4511002",0.048,119.936,0.029,0,0,120.013
2016,7,"4511002",0.058,154.586,0.033,0,0,154.677
2017,7,"4511002",0,114.186,0,0,0,114.186
2018,7,"4511002",0.114,73.91,0.04,0,0,74.064
2019,7,"4511002",0,30.764,0,0,0,30.764
1981,8,"4511002",0.21,63.155,0.073,0,0,63.438
1982,8,"4511002",0,209.215,0,0,0,209.215
1983,8,"4511002",0,156.176,0,0,0,156.176
1984,8,"4511002",0,291.291,0,0,0,291.291
1985,8,"4511002",0,96.21,0,0,0,96.21
1986,8,"4511002",0,86.27,0,0,0,86.27
1987,8,"4511002",0,271.656,0,0,0,271.656
1988,8,"4511002",0,79.219,0,0,0,79.219
1989,8,"4511002",0,125.02,0,0,0,125.02
1990,8,"4511002",0,57.307,0,0,0,57.307
1991,8,"4511002",0,159.027,0,0,0,159.027
1992,8,"4511002",0,157.712,0,0,0,157.712
1993,8,"4511002",0.764,105.416,0.209,0,0,106.389
1994,8,"4511002",0,69.147,0,0,0,69.147
1995,8,"4511002",0,32.562,0,0,0,32.562
1996,8,"4511002",0,59.122,0,0,0,59.122
1997,8,"4511002",0,278.129,0,0,0,278.129
1998,8,"4511002",0,83.877,0,0,0,83.877
1999,8,"4511002",1.17,60.296,0.295,0,0,61.761
2000,8,"4511002",0,116.304,0,0,0,116.304
2001,8,"4511002",0,114.675,0,0,0,114.675
2002,8,"4511002",0,216.622,0,0,0,216.622
2003,8,"4511002",0,115.726,0,0,0,115.726
2004,8,"4511002",0,83.856,0,0,0,83.856
2005,8,"4511002",0,129.357,0,0,0,129.357
2006,8,"4511002",0,115.896,0,0,0,115.896
2007,8,"4511002",0,110.001,0,0,0,110.001
2008,8,"4511002",0,136.685,0,0,0,136.685
2009,8,"4511002",0,73.629,0,0,0,73.629
2010,8,"4511002",0,59.905,0,0,0,59.905
2011,8,"4511002",0,73.467,0,0,0,73.467
2012,8,"4511002",0,48.318,0,0,0,48.318
2013,8,"4511002",0,60.386,0,0,0,60.386
2014,8,"4511002",0,40.255,0,0,0,40.255
2015,8,"4511002",0,106.999,0,0,0,106.999
2016,8,"4511002",0,138.48,0,0,0,138.48
2017,8,"4511002",0,101.864,0,0,0,101.864
2018,8,"4511002",0,66.138,0,0,0,66.138
2019,8,"4511002",0,27.444,0,0,0,27.444
1981,9,"4511002",0,56.126,0,0,0,56.126
1982,9,"4511002",0,185.929,0,0,0,185.929
1983,9,"4511002",0,138.794,0,0,0,138.794
1984,9,"4511002",0,258.871,0,0,0,258.871
1985,9,"4511002",0,85.502,0,0,0,85.502
1986,9,"4511002",0,76.668,0,0,0,76.668
1987,9,"4511002",0,241.952,0,0,0,241.952
1988,9,"4511002",0,70.481,0,0,0,70.481
1989,9,"4511002",0.219,111.105,0,0,0,111.324
1990,9,"4511002",0,50.929,0,0,0,50.929
1991,9,"4511002",1.039,143.262,0.038,0,0,144.339
1992,9,"4511002",0.007,140.159,0,0,0,140.166
1993,9,"4511002",0,93.683,0,0,0,93.683
1994,9,"4511002",0,61.451,0,0,0,61.451
1995,9,"4511002",0.032,28.938,0,0,0,28.97
1996,9,"4511002",0,52.542,0,0,0,52.542
1997,9,"4511002",0,247.173,0,0,0,247.173
1998,9,"4511002",0,74.541,0,0,0,74.541
1999,9,"4511002",0,53.585,0,0,0,53.585
2000,9,"4511002",0,103.36,0,0,0,103.36
2001,9,"4511002",0,101.915,0,0,0,101.915
2002,9,"4511002",0,192.548,0,0,0,192.548
2003,9,"4511002",0,102.846,0,0,0,102.846
2004,9,"4511002",0,74.523,0,0,0,74.523
2005,9,"4511002",0,114.96,0,0,0,114.96
2006,9,"4511002",0,102.997,0,0,0,102.997
2007,9,"4511002",0,97.759,0,0,0,97.759
2008,9,"4511002",0,121.472,0,0,0,121.472
2009,9,"4511002",0,65.434,0,0,0,65.434
2010,9,"4511002",0,53.238,0,0,0,53.238
2011,9,"4511002",0,65.29,0,0,0,65.29
2012,9,"4511002",0,42.94,0,0,0,42.94
2013,9,"4511002",0,53.665,0,0,0,53.665
2014,9,"4511002",0,35.775,0,0,0,35.775
2015,9,"4511002",0,95.09,0,0,0,95.09
2016,9,"4511002",0,123.201,0,0,0,123.201
2017,9,"4511002",0,90.526,0,0,0,90.526
2018,9,"4511002",0,58.851,0,0,0,58.851
2019,9,"4511002",0,24.389,0,0,0,24.389
1981,10,"4511002",0,49.97,0,0,0,49.97
1982,10,"4511002",0,165.909,0,0,0,165.909
1983,10,"4511002",0.01,123.346,0,0,0,123.356
1984,10,"4511002",0.058,230.829,0.006,0,0,230.893
1985,10,"4511002",0,75.985,0,0,0,75.985
1986,10,"4511002",0,68.135,0,0,0,68.135
1987,10,"4511002",0.008,215.023,0,0,0,215.031
1988,10,"4511002",0,62.997,0,0,0,62.997
1989,10,"4511002",0,98.739,0,0,0,98.739
1990,10,"4511002",0,45.26,0,0,0,45.26
1991,10,"4511002",0.636,127.317,0.027,0,0,127.98
1992,10,"4511002",0,124.569,0,0,0,124.569
1993,10,"4511002",0,83.256,0,0,0,83.256
1994,10,"4511002",2.155,59.857,0.119,0,0,62.131
1995,10,"4511002",0,26.184,0,0,0,26.184
1996,10,"4511002",1.024,46.694,0.008,0,0,47.726
1997,10,"4511002",0,219.663,0,0,0,219.663
1998,10,"4511002",0,66.306,0,0,0,66.306
1999,10,"4511002",0,47.621,0,0,0,47.621
2000,10,"4511002",0,91.856,0,0,0,91.856
2001,10,"4511002",0,90.572,0,0,0,90.572
2002,10,"4511002",0,171.118,0,0,0,171.118
2003,10,"4511002",0,91.399,0,0,0,91.399
2004,10,"4511002",0.641,66.586,0.089,0,0,67.316
2005,10,"4511002",0,102.313,0,0,0,102.313
2006,10,"4511002",0.106,91.683,0,0,0,91.789
2007,10,"4511002",0,86.878,0,0,0,86.878
2008,10,"4511002",0,107.952,0,0,0,107.952
2009,10,"4511002",0,58.151,0,0,0,58.151
2010,10,"4511002",0,47.313,0,0,0,47.313
2011,10,"4511002",0,58.023,0,0,0,58.023
2012,10,"4511002",0,40.39,0,0,0,40.39
2013,10,"4511002",0,47.845,0,0,0,47.845
2014,10,"4511002",0,31.793,0,0,0,31.793
2015,10,"4511002",0.03,84.507,0,0,0,84.537
2016,10,"4511002",0,109.489,0,0,0,109.489
2017,10,"4511002",0,80.451,0,0,0,80.451
2018,10,"4511002",0,52.468,0,0,0,52.468
2019,10,"4511002",0.015,22.364,0,0,0,22.379
1981,11,"4511002",0.13,44.918,0.022,0,0,45.07
1982,11,"4511002",0,152.787,0,0,0,152.787
1983,11,"4511002",0.007,110.458,0.001,0,0,110.466
1984,11,"4511002",0,207.542,0,0,0,207.542
1985,11,"4511002",0,68.37,0,0,0,68.37
1986,11,"4511002",0,62.193,0,0,0,62.193
1987,11,"4511002",0,192.551,0,0,0,192.551
1988,11,"4511002",0,56.628,0,0,0,56.628
1989,11,"4511002",0,88.757,0,0,0,88.757
1990,11,"4511002",0,40.685,0,0,0,40.685
1991,11,"4511002",0,115.577,0,0,0,115.577
1992,11,"4511002",0,116.014,0,0,0,116.014
1993,11,"4511002",0.28,76.088,0.038,0,0,76.406
1994,11,"4511002",0,54.056,0,0,0,54.056
1995,11,"4511002",0,23.448,0,0,0,23.448
1996,11,"4511002",0,41.985,0,0,0,41.985
1997,11,"4511002",0.002,201.449,0,0,0,201.451
1998,11,"4511002",0,59.603,0,0,0,59.603
1999,11,"4511002",0.43,45.085,0.086,0,0,45.601
2000,11,"4511002",0,82.57,0,0,0,82.57
2001,11,"4511002",0,81.415,0,0,0,81.415
2002,11,"4511002",0,153.819,0,0,0,153.819
2003,11,"4511002",0,82.3,0,0,0,82.3
2004,11,"4511002",0.429,59.854,0.01,0,0,60.293
2005,11,"4511002",0.715,93.881,0.235,0,0,94.831
2006,11,"4511002",0.537,85.378,0.088,0,0,86.003
2007,11,"4511002",0,77.799,0,0,0,77.799
2008,11,"4511002",0.031,97.042,0.006,0,0,97.079
2009,11,"4511002",0,52.719,0,0,0,52.719
2010,11,"4511002",0,42.751,0,0,0,42.751
2011,11,"4511002",0,52.379,0,0,0,52.379
2012,11,"4511002",0,36.35,0,0,0,36.35
2013,11,"4511002",0,43.009,0,0,0,43.009
2014,11,"4511002",0.936,29.679,0.119,0,0,30.734
2015,11,"4511002",0,75.675,0,0,0,75.675
2016,11,"4511002",0,98.604,0,0,0,98.604
2017,11,"4511002",0.002,72.318,0,0,0,72.32
2018,11,"4511002",0,47.167,0,0,0,47.167
2019,11,"4511002",0,20.027,0,0,0,20.027
1981,12,"4511002",0.222,42.555,0.094,0,0,42.871
1982,12,"4511002",0.2,135.781,0.086,0,0,136.067
1983,12,"4511002",0.749,108.732,8.617,3.96,0,122.058
1984,12,"4511002",2.055,184.443,2.995,0,0,189.493
1985,12,"4511002",0,60.76,0,0,0,60.76
1986,12,"4511002",0.479,62.661,0.628,0,0,63.768
1987,12,"4511002",0,171.12,0,0,0,171.12
1988,12,"4511002",0,50.343,0,0,0,50.343
1989,12,"4511002",1.605,79.12,1.562,0,0,82.287
1990,12,"4511002",0,36.157,0,0,0,36.157
1991,12,"4511002",1.788,103.987,5.288,0,0,111.063
1992,12,"4511002",0,103.14,0,0,0,103.14
1993,12,"4511002",0,67.62,0,0,0,67.62
1994,12,"4511002",0,48.04,0,0,0,48.04
1995,12,"4511002",0,20.838,0,0,0,20.838
1996,12,"4511002",0,37.312,0,0,0,37.312
1997,12,"4511002",0,179.319,0,0,0,179.319
1998,12,"4511002",0.117,55.449,0.071,0,0,55.637
1999,12,"4511002",0,40.067,0,0,0,40.067
2000,12,"4511002",0.246,82.595,0.187,0,0,83.028
2001,12,"4511002",0.025,72.366,0.013,0,0,72.404
2002,12,"4511002",0,136.864,0,0,0,136.864
2003,12,"4511002",1.189,73.14,8.972,0,0,83.301
2004,12,"4511002",0,58.312,0,0,0,58.312
2005,12,"4511002",0,83.679,0,0,0,83.679
2006,12,"4511002",0.853,77.451,0.519,0,0,78.823
2007,12,"4511002",0,69.878,0,0,0,69.878
2008,12,"4511002",0,86.241,0,0,0,86.241
2009,12,"4511002",0,46.852,0,0,0,46.852
2010,12,"4511002",0,37.993,0,0,0,37.993
2011,12,"4511002",0,46.549,0,0,0,46.549
2012,12,"4511002",0.464,32.304,0.383,0,0,33.151
2013,12,"4511002",1.268,38.233,2.191,0,0,41.692
2014,12,"4511002",0.557,30.48,0.326,0,0,31.363
2015,12,"4511002",0,67.273,0,0,0,67.273
2016,12,"4511002",0.016,87.629,0.006,0,0,87.651
2017,12,"4511002",0,64.269,0,0,0,64.269
2018,12,"4511002",0.007,41.918,0.002,0,0,41.927
2019,12,"4511002",0,17.798,0,0,0,17.798
1981,1,"4513001",0.202,32.214,3.224,0,0,35.64
1982,1,"4513001",0.039,16.33,0.392,0,0,16.761
1983,1,"4513001",0.234,85.852,3.749,0,0,89.835
1984,1,"4513001",0.201,60.073,3.099,0,0,63.373
1985,1,"4513001",0.021,80.031,0.442,0,0,80.494
1986,1,"4513001",0.355,21.614,4.494,0,0,26.463
1987,1,"4513001",0.24,27.414,4.27,0,0,31.924
1988,1,"4513001",0,114.913,0.002,0,0,114.915
1989,1,"4513001",0.327,23.583,13.267,0,0,37.177
1990,1,"4513001",0.216,39.495,6.646,0,0,46.357
1991,1,"4513001",0.254,13.309,4.683,0,0,18.246
1992,1,"4513001",0,69.413,24.153,0,0,93.566
1993,1,"4513001",0.932,68.387,13.706,0,0,83.025
1994,1,"4513001",0.001,30.172,0.009,0,0,30.182
1995,1,"4513001",0.793,17.8,12.118,0,0,30.711
1996,1,"4513001",0.262,8.924,3.828,0,0,13.014
1997,1,"4513001",0.002,16.82,0.029,0,0,16.851
1998,1,"4513001",0.335,116.436,5.648,0,0,122.419
1999,1,"4513001",0.57,24.461,8.253,0,0,33.284
2000,1,"4513001",0.18,17.755,2.507,0,0,20.442
2001,1,"4513001",0.152,48.684,3.678,0,0,52.514
2002,1,"4513001",0.114,38.018,2.032,0,0,40.164
2003,1,"4513001",0.03,86.026,0.51,0,0,86.566
2004,1,"4513001",0.837,39.854,22.759,0,0,63.45
2005,1,"4513001",0.465,31.187,8.827,0,0,40.479
2006,1,"4513001",0.002,42.825,0.029,0,0,42.856
2007,1,"4513001",0.399,36.701,8.063,0,0,45.163
2008,1,"4513001",0.194,28.648,4.405,0,0,33.247
2009,1,"4513001",0.003,48.208,0.037,0,0,48.248
2010,1,"4513001",0.02,24.057,0.257,0,0,24.334
2011,1,"4513001",0.03,21.344,0.474,0,0,21.848
2012,1,"4513001",0.741,32.03,17.461,0,0,50.232
2013,1,"4513001",0.005,12.225,0.074,0,0,12.304
2014,1,"4513001",0.027,14.722,0.445,0,0,15.194
2015,1,"4513001",0.051,9.607,0.586,0,0,10.244
2016,1,"4513001",1.289,53.871,29.099,0,0,84.259
2017,1,"4513001",0.051,39.774,0.654,0,0,40.479
2018,1,"4513001",0.004,36.13,0.045,0,0,36.179
2019,1,"4513001",0.164,15.154,2.456,0,0,17.774
1981,2,"4513001",0.731,42.498,37.78,0,0,81.009
1982,2,"4513001",0.824,33.242,46.48,0,0,80.546
1983,2,"4513001",0.374,77.381,13.727,0,0,91.482
1984,2,"4513001",0.287,52.408,7.17,0,0,59.865
1985,2,"4513001",0.032,69.116,0.691,0,0,69.839
1986,2,"4513001",0.5,39.946,47.965,0.798,0,89.209
1987,2,"4513001",1.052,42.77,34.114,0,0,77.936
1988,2,"4513001",0.011,99.181,0.257,0,0,99.449
1989,2,"4513001",0.798,34.749,20.49,0,0,56.037
1990,2,"4513001",0.085,34.206,3.075,0,0,37.366
1991,2,"4513001",0.927,25.379,43.49,0,0,69.796
1992,2,"4513001",0.421,70.455,37.502,3.379,0,111.757
1993,2,"4513001",0.584,115.58,67.34,0,0,183.504
1994,2,"4513001",0.23,26.439,6.387,0,0,33.056
1995,2,"4513001",0.147,15.453,2.274,0,0,17.874
1996,2,"4513001",0.05,7.771,1.846,0,0,9.667
1997,2,"4513001",0.731,18.169,18.878,0,0,37.778
1998,2,"4513001",0.174,101.201,5.455,0,0,106.83
1999,2,"4513001",0.646,24.168,24.279,0,0,49.093
2000,2,"4513001",0.484,18.963,12.202,0,0,31.649
2001,2,"4513001",0.445,46.21,12.212,0,0,58.867
2002,2,"4513001",0.849,111.158,80.211,0,0,192.218
2003,2,"4513001",0.729,108,68.544,0,0,177.273
2004,2,"4513001",0.416,35.644,10.526,0,0,46.586
2005,2,"4513001",0.782,46.731,37.008,0,0,84.521
2006,2,"4513001",0.044,36.979,0.987,0,0,38.01
2007,2,"4513001",0.347,34.974,17.328,4.235,0,56.884
2008,2,"4513001",0.411,47.945,58.454,0,0,106.81
2009,2,"4513001",0.104,41.653,2.621,0,0,44.378
2010,2,"4513001",0.51,34.608,36.775,0,0,71.893
2011,2,"4513001",0.037,18.432,0.835,0,0,19.304
2012,2,"4513001",0.883,33.417,22.613,0,0,56.913
2013,2,"4513001",0.701,36.42,54.32,0,0,91.441
2014,2,"4513001",0.035,12.761,1.712,0,0,14.508
2015,2,"4513001",0.004,8.291,0.103,0,0,8.398
2016,2,"4513001",0.654,66.743,45.91,0,0,113.307
2017,2,"4513001",0.556,96.532,80.324,0,0,177.412
2018,2,"4513001",0.289,31.382,8.777,0,0,40.448
2019,2,"4513001",0.387,14.826,15.196,0,0,30.409
1981,3,"4513001",0.644,38.491,21.93,0,0,61.065
1982,3,"4513001",0.638,154.898,88.039,0,0,243.575
1983,3,"4513001",0.28,69.723,14.324,0,0,84.327
1984,3,"4513001",0.718,56.917,28.708,0,0,86.343
1985,3,"4513001",0.166,60.421,5.67,0,0,66.257
1986,3,"4513001",0.548,70.129,54.931,0,0,125.608
1987,3,"4513001",0.598,58.978,39.559,0,0,99.135
1988,3,"4513001",0.364,86.165,9.205,0,0,95.734
1989,3,"4513001",0.21,30.646,8.361,0,0,39.217
1990,3,"4513001",0.169,30.364,3.802,0,0,34.335
1991,3,"4513001",0.587,122.361,84.882,42.802,0,250.632
1992,3,"4513001",0.436,192.242,86.345,0,0,279.023
1993,3,"4513001",1.002,110.168,47.956,0,0,159.126
1994,3,"4513001",0,23.146,4.771,19.949,0,47.866
1995,3,"4513001",0.325,16.701,13.343,0,0,30.369
1996,3,"4513001",0.67,13.961,23.152,0,0,37.783
1997,3,"4513001",0.383,233.292,103.83,0,0,337.505
1998,3,"4513001",0.393,95.345,19.944,0,0,115.682
1999,3,"4513001",0.715,25.509,22.232,0,0,48.456
2000,3,"4513001",0.965,80.821,75.212,14.189,5.247,176.434
2001,3,"4513001",0.191,40.072,4.186,0,0,44.449
2002,3,"4513001",0.76,168.462,84.777,0,0,253.999
2003,3,"4513001",0.714,110.543,54.176,0,0,165.433
2004,3,"4513001",0.195,32.113,6.815,0,0,39.123
2005,3,"4513001",1.071,89.272,59.876,0,0,150.219
2006,3,"4513001",0.769,35.023,17.426,0,0,53.218
2007,3,"4513001",0.776,74.773,65.063,0,0,140.612
2008,3,"4513001",0.719,73.111,64.724,0,0,138.554
2009,3,"4513001",0.547,42.002,26.151,17.574,0,86.274
2010,3,"4513001",0.529,57.004,50.662,0,0,108.195
2011,3,"4513001",0.449,58.629,67.254,10.756,0,137.088
2012,3,"4513001",1.082,37.085,22.254,0,0,60.421
2013,3,"4513001",0,41.472,45.344,0,0,86.816
2014,3,"4513001",0.549,26.749,36.493,0,0,63.791
2015,3,"4513001",0.001,7.19,0.022,0,0,7.213
2016,3,"4513001",0.927,116.807,66.087,0,0,183.821
2017,3,"4513001",0.47,130.127,78.697,0,0,209.294
2018,3,"4513001",0.605,44.506,37.43,0,0,82.541
2019,3,"4513001",0,17.191,20.709,0,0,37.9
1981,4,"4513001",0.762,36.934,14.097,0,0,51.793
1982,4,"4513001",0.667,210.255,83.695,0,0,294.617
1983,4,"4513001",0,124.328,73.9,4.008,0,202.236
1984,4,"4513001",0.97,260.257,101.319,0,0,362.546
1985,4,"4513001",0,56.492,17.354,38.029,0,111.875
1986,4,"4513001",0.849,69.905,39.676,0,0,110.43
1987,4,"4513001",0.777,255.705,103.229,40.502,0.699,400.912
1988,4,"4513001",0.474,76.577,13.197,0,0,90.248
1989,4,"4513001",0.749,40.159,35.315,0,0,76.223
1990,4,"4513001",0.868,30.859,20.125,0,0,51.852
1991,4,"4513001",0,194.98,89.323,1.312,0,285.615
1992,4,"4513001",0,190.724,77.784,0,0,268.508
1993,4,"4513001",0.876,107.436,39.116,0,0,147.428
1994,4,"4513001",0.457,54.903,54.485,0,0,109.845
1995,4,"4513001",0,17.527,12.593,0,0,30.12
1996,4,"4513001",1.11,20.048,21.595,0,0,42.753
1997,4,"4513001",1.027,230.564,83.935,0,0,315.526
1998,4,"4513001",0.465,83.593,9.872,0,0,93.93
1999,4,"4513001",0.497,22.424,8.849,0,0,31.77
2000,4,"4513001",0.645,122.827,76.459,0,0,199.931
2001,4,"4513001",1.041,82.879,67.417,0,0,151.337
2002,4,"4513001",0.57,234.607,91.906,11.752,0,338.835
2003,4,"4513001",1.033,122.112,55.653,0,0,178.798
2004,4,"4513001",0.65,43.489,38.047,12.076,0,94.262
2005,4,"4513001",1.135,80.631,44.294,0,0,126.06
2006,4,"4513001",0.486,94.898,67.184,34.222,0,196.79
2007,4,"4513001",1.227,89.372,58.5,0,0,149.099
2008,4,"4513001",0.992,76.255,51.206,0,0,128.453
2009,4,"4513001",0.902,53.699,37.812,0,0,92.413
2010,4,"4513001",0.681,61.138,48.328,0,0,110.147
2011,4,"4513001",0.461,80.816,66.002,3.651,0,150.93
2012,4,"4513001",0.31,32.022,6.975,0,0,39.307
2013,4,"4513001",0.928,42.068,30.776,0,0,73.772
2014,4,"4513001",0.979,25.174,17.04,0,0,43.193
2015,4,"4513001",0.955,17.263,37.926,0,0,56.144
2016,4,"4513001",0.688,143.385,64.012,0,0,208.085
2017,4,"4513001",1.011,115.001,55.083,0,0,171.095
2018,4,"4513001",0.725,49.574,33.026,0,0,83.325
2019,4,"4513001",0.43,15.101,6.513,0,0,22.044
1981,5,"4513001",1.075,46.621,25.295,0,0,72.991
1982,5,"4513001",1.501,234.313,69.094,0,0,304.908
1983,5,"4513001",0.564,173.091,74.753,1.253,0,249.661
1984,5,"4513001",1.012,236.028,82.972,0,0,320.012
1985,5,"4513001",0.998,63.728,24.978,0,0,89.704
1986,5,"4513001",1.359,73.309,29.254,0,0,103.922
1987,5,"4513001",1.411,351.739,90.952,0,0,444.102
1988,5,"4513001",0.563,69.186,8.177,0,0,77.926
1989,5,"4513001",0.867,106.888,67.932,0,0,175.687
1990,5,"4513001",0.748,28.405,14.544,0,0,43.697
1991,5,"4513001",1.789,174.829,64.492,0,0,241.11
1992,5,"4513001",0.826,196.455,68.454,3.776,0,269.511
1993,5,"4513001",0,96.873,25.406,0,0,122.279
1994,5,"4513001",0.695,53.166,28.441,0,0,82.302
1995,5,"4513001",0.46,16.125,5.149,0,0,21.734
1996,5,"4513001",1.012,47.706,38.862,0,0,87.58
1997,5,"4513001",1.253,310.828,90.485,0,0,402.566
1998,5,"4513001",0.252,72.283,2.914,0,0,75.449
1999,5,"4513001",0.823,22.928,11.671,0,0,35.422
2000,5,"4513001",0.83,107.957,49.563,0,0,158.35
2001,5,"4513001",1.468,108.875,63.033,0,0,173.376
2002,5,"4513001",0.694,261.824,83.992,0,0,346.51
2003,5,"4513001",1.443,106.834,22.597,0,0,130.874
2004,5,"4513001",1.617,77.599,51.392,0,0,130.608
2005,5,"4513001",0,110.824,58.427,4.343,0,173.594
2006,5,"4513001",1.237,109.123,48.395,0,0,158.755
2007,5,"4513001",1.193,89.671,51.338,0,0,142.202
2008,5,"4513001",1.273,138.827,76.522,0,0,216.622
2009,5,"4513001",1.314,70.118,38.902,0,0,110.334
2010,5,"4513001",1.247,55.876,22.039,0,0,79.162
