"wy_simple","wym","cod_cuenca","AE","SLZ","SM","SP","SUZ","STORAGE"
1990,5,"3414001",0,12.218,465.694,38.532,0,516.444
1991,5,"3414001",0.334,5.352,366.964,82.234,0,454.884
1992,5,"3414001",0,6.49,398.598,158.597,0,563.685
1993,5,"3414001",0,11.467,442.233,50.587,0,504.287
1994,5,"3414001",0,1.219,221.847,48.097,0,271.163
1995,5,"3414001",0.252,1.312,224.359,20.689,0,246.612
1996,5,"3414001",0,2.004,264.466,41.424,0,307.894
1997,5,"3414001",0,2.059,268.497,233.818,0,504.374
1998,5,"3414001",0.279,12.282,446.558,68.168,0,527.287
1999,5,"3414001",0.242,7.385,401.008,35.181,0,443.816
2000,5,"3414001",0,4.76,361.589,98.348,0,464.697
2001,5,"3414001",0,8.334,413.575,64.577,0,486.486
2002,5,"3414001",0,5.767,377.437,184.558,0,567.762
2003,5,"3414001",0,8.124,393.083,64.142,0,465.349
2004,5,"3414001",0.245,3.954,335.187,78.604,0,417.99
2005,5,"3414001",0,4.55,344.879,73.045,0,422.474
2006,5,"3414001",0,5.418,350.271,50.653,0,406.342
2007,5,"3414001",0,2.051,276.896,119.244,0,398.191
2008,5,"3414001",0.202,3.361,310.539,56.833,0,370.935
2009,5,"3414001",0,2.84,293.781,53.741,0,350.362
2010,5,"3414001",0,2.034,267.021,66.559,0,335.614
2011,5,"3414001",0,2.54,286.279,105.732,0,394.551
2012,5,"3414001",0.294,4.83,342.663,68.252,0,416.039
2013,5,"3414001",0,3.106,305.66,75.832,0,384.598
2014,5,"3414001",0,2.508,283.828,35.357,0,321.693
2015,5,"3414001",0,2.647,286.999,98.641,0,388.287
2016,5,"3414001",0,4.425,334.745,165.08,0,504.25
2017,5,"3414001",0.378,8.163,393.615,156.085,0,558.241
2018,5,"3414001",0,9.364,411.08,73.877,0,494.321
2019,5,"3414001",0.211,5.025,338.503,27.905,0,371.644
1981,6,"3414001",0.174,1.298,237.601,56.372,0,295.445
1982,6,"3414001",0,1.519,251.3,115.413,0,368.232
1983,6,"3414001",0,3.18,316.351,213.37,0,532.901
1984,6,"3414001",0,11.401,466.703,165.25,0,643.354
1985,6,"3414001",0.443,11.101,463.373,77.775,0,552.692
1986,6,"3414001",0.359,5.52,392.464,91.162,0,489.505
1987,6,"3414001",0,9.244,451.257,258.76,0,719.261
1988,6,"3414001",0.476,18.68,534.697,61.924,0,615.777
1989,6,"3414001",0,9.731,473.081,136.087,0,618.899
1990,6,"3414001",0.586,10.174,462.294,52.109,0,525.163
1991,6,"3414001",0,4.451,362.404,98.88,0,465.735
1992,6,"3414001",0.319,5.42,395.27,159.995,0,561.004
1993,6,"3414001",0,9.516,440.374,62.933,0,512.823
1994,6,"3414001",0,1.581,231.306,39.75,0,272.637
1995,6,"3414001",0.192,1.287,227.679,56.893,0,286.051
1996,6,"3414001",0,2.07,267.425,44.511,0,314.006
1997,6,"3414001",0,1.949,271.033,266.798,0,539.78
1998,6,"3414001",0.41,10.192,442.874,72.674,0,526.15
1999,6,"3414001",0.477,7.247,400.697,42.38,0,450.801
