"date","value","i_ens"
"2023-04-01",12.255379672876,1
"2023-04-01",11.5000314673096,2
"2023-04-01",12.2678270300537,3
"2023-04-01",12.6605138739258,4
"2023-04-01",12.0270881613403,5
"2023-04-01",12.4469795187622,6
"2023-04-01",13.0814838369995,7
"2023-04-01",11.9800867994934,8
"2023-04-01",12.2172813376099,9
"2023-04-01",12.2653274496704,10
"2023-04-01",11.7238874395996,11
"2023-04-01",11.4231443365723,12
"2023-04-01",12.2765655478149,13
"2023-04-01",12.7972507437378,14
"2023-04-01",13.259680744043,15
"2023-04-01",12.0478668173462,16
"2023-04-01",11.7166385611206,17
"2023-04-01",11.9715671499878,18
"2023-04-01",12.255379672876,19
"2023-04-01",11.7166385611206,20
"2023-04-01",11.7936773260742,21
"2023-04-01",12.7972507437378,22
"2023-04-01",14.0435476263672,23
"2023-04-01",11.7936773260742,24
"2023-04-01",13.0075101812988,25
"2023-04-01",11.4627995451599,26
"2023-04-01",11.0669460257202,27
"2023-04-01",12.2653274496704,28
"2023-04-01",10.8270039518982,29
"2023-04-01",11.3702878912598,30
"2023-04-02",9.6978912340979,1
"2023-04-02",10.1332483279089,2
"2023-04-02",9.88159608715576,3
"2023-04-02",9.94011497372192,4
"2023-04-02",10.2719449984412,5
"2023-04-02",10.0998148905615,6
"2023-04-02",10.4956483828406,7
"2023-04-02",10.4028649317603,8
"2023-04-02",10.0888695704321,9
"2023-04-02",10.1605467783789,10
"2023-04-02",10.1119637476782,11
"2023-04-02",10.8674864756445,12
"2023-04-02",10.1835074412207,13
"2023-04-02",10.0351834284644,14
"2023-04-02",9.99900722378296,15
"2023-04-02",10.4214568125586,16
"2023-04-02",9.84767341488403,17
"2023-04-02",10.3891015040259,18
"2023-04-02",9.74642133587402,19
"2023-04-02",10.6539425837378,20
"2023-04-02",9.98362254971069,21
"2023-04-02",10.0495929705481,22
"2023-04-02",10.3061389910559,23
"2023-04-02",10.6744070040564,24
"2023-04-02",10.0627021777014,25
"2023-04-02",10.6744070040564,26
"2023-04-02",9.61922311657471,27
"2023-04-02",10.4915876376013,28
"2023-04-02",10.3484911906104,29
"2023-04-02",10.5659747111182,30
"2023-04-03",9.85808515072632,1
"2023-04-03",9.62155055523682,2
"2023-04-03",9.25410794735718,3
"2023-04-03",9.37972497463989,4
"2023-04-03",9.06105994702148,5
"2023-04-03",9.22613811016846,6
"2023-04-03",8.75664138317871,7
"2023-04-03",9.34065627575684,8
"2023-04-03",9.34215926647949,9
"2023-04-03",9.06524657727051,10
"2023-04-03",9.8598160696106,11
"2023-04-03",8.84012698651123,12
"2023-04-03",9.10948085308838,13
"2023-04-03",8.57575225354004,14
"2023-04-03",8.80405711651611,15
"2023-04-03",9.4106235456543,16
"2023-04-03",9.47153043270874,17
"2023-04-03",9.02511214733887,18
"2023-04-03",9.50131177426147,19
"2023-04-03",9.32274627209473,20
"2023-04-03",9.30903958798218,21
"2023-04-03",8.82306050778198,22
"2023-04-03",8.95535611630249,23
"2023-04-03",9.37086534024048,24
"2023-04-03",8.98181056500244,25
"2023-04-03",8.65999221325684,26
"2023-04-03",8.88870095730591,27
"2023-04-03",8.89341115475464,28
"2023-04-03",9.93931960583496,29
"2023-04-03",9.89261626721191,30
"2023-04-04",10.2103867490686,1
"2023-04-04",10.1608271558679,2
"2023-04-04",10.4990596731104,3
"2023-04-04",10.1866474111475,4
"2023-04-04",10.2808971364893,5
"2023-04-04",10.3521394689478,6
"2023-04-04",10.1653370817102,7
"2023-04-04",10.7937798459924,8
"2023-04-04",9.91157722071777,9
"2023-04-04",9.95774650172363,10
"2023-04-04",10.0531573255457,11
"2023-04-04",9.83980846003662,12
"2023-04-04",10.0385136564172,13
"2023-04-04",10.6466560323633,14
"2023-04-04",10.0081052740015,15
"2023-04-04",10.2996153791345,16
"2023-04-04",10.9336733777917,17
"2023-04-04",10.215912814895,18
"2023-04-04",10.1063799817957,19
"2023-04-04",10.3108930547632,20
"2023-04-04",9.96018457011353,21
"2023-04-04",9.77572917536865,22
"2023-04-04",9.89525317744385,23
"2023-04-04",10.1881117780603,24
"2023-04-04",10.287849899093,25
"2023-04-04",10.0295186002649,26
"2023-04-04",9.93165444926392,27
"2023-04-04",9.93893479899536,28
"2023-04-04",10.526179309646,29
"2023-04-04",9.99757289485107,30
"2023-04-05",8.20053815766602,1
"2023-04-05",9.19698095246582,2
"2023-04-05",8.8131818763855,3
"2023-04-05",8.9016280166748,4
"2023-04-05",8.54068851395874,5
"2023-04-05",8.77225208207397,6
"2023-04-05",8.87542772218018,7
"2023-04-05",8.30513858720093,8
"2023-04-05",8.6751556388977,9
"2023-04-05",8.36660957261353,10
"2023-04-05",9.16304540559082,11
"2023-04-05",8.63769340440063,12
"2023-04-05",8.9968543045166,13
"2023-04-05",8.57348442002563,14
"2023-04-05",9.28458499833374,15
"2023-04-05",8.46443748399048,16
"2023-04-05",9.64784002229004,17
"2023-04-05",8.76716852113037,18
"2023-04-05",8.30436372681885,19
"2023-04-05",8.59641837998657,20
"2023-04-05",8.83164691849976,21
"2023-04-05",8.55737876817017,22
"2023-04-05",8.79366445466309,23
"2023-04-05",8.74286413117676,24
"2023-04-05",8.46443748399048,25
"2023-04-05",8.85246276780395,26
"2023-04-05",8.58600568696289,27
"2023-04-05",8.88870811387329,28
"2023-04-05",8.93339729234009,29
"2023-04-05",8.89827918931274,30
"2023-04-06",10.0491490341333,1
"2023-04-06",9.79782390367065,2
"2023-04-06",9.90466069947754,3
"2023-04-06",9.59073257218872,4
"2023-04-06",9.48621511231934,5
"2023-04-06",9.55686044465576,6
"2023-04-06",9.124042031875,7
"2023-04-06",9.77409028779541,8
"2023-04-06",9.77143859635864,9
"2023-04-06",9.4909682251123,10
"2023-04-06",10.1586222625879,11
"2023-04-06",9.53511953126465,12
"2023-04-06",9.34130382310425,13
"2023-04-06",8.76538276444946,14
"2023-04-06",9.85171985398804,15
"2023-04-06",9.15456485520874,16
"2023-04-06",9.8461027122644,17
"2023-04-06",9.73808717500244,18
"2023-04-06",9.44579124223267,19
"2023-04-06",9.90273046266113,20
"2023-04-06",9.69988965760742,21
"2023-04-06",9.31435584794556,22
"2023-04-06",9.79319190751587,23
"2023-04-06",9.37841987382446,24
"2023-04-06",10.3478908516077,25
"2023-04-06",9.41997146379028,26
"2023-04-06",9.10202216874634,27
"2023-04-06",9.35912465821777,28
"2023-04-06",9.36366081010376,29
"2023-04-06",10.1600074745325,30
"2023-04-07",10.7647891054016,1
"2023-04-07",11.4923181543213,2
"2023-04-07",10.7199630746704,3
"2023-04-07",11.3528862008911,4
"2023-04-07",11.4933156976563,5
"2023-04-07",11.3350420007568,6
"2023-04-07",11.1668443689209,7
"2023-04-07",11.2039184579712,8
"2023-04-07",10.8407163629395,9
"2023-04-07",11.3141107568604,10
"2023-04-07",11.3531069764954,11
"2023-04-07",11.0893564233643,12
"2023-04-07",10.8782625207764,13
"2023-04-07",10.9609351167542,14
"2023-04-07",11.0706281671387,15
"2023-04-07",10.5321397790771,16
"2023-04-07",11.024393082605,17
"2023-04-07",10.6645817766052,18
"2023-04-07",10.8245496759277,19
"2023-04-07",10.9061260232788,20
"2023-04-07",11.0921506891113,21
"2023-04-07",10.8726172456604,22
"2023-04-07",11.1950759897095,23
"2023-04-07",11.0295610437256,24
"2023-04-07",10.7109260568481,25
"2023-04-07",10.1473169336182,26
"2023-04-07",10.5628600129944,27
"2023-04-07",10.9535007486206,28
"2023-04-07",10.336139679895,29
"2023-04-07",11.4000387201172,30
"2023-04-08",12.148213387815,1
"2023-04-08",12.4671087277808,2
"2023-04-08",12.0860586179175,3
"2023-04-08",11.8252129567541,4
"2023-04-08",12.0860586179175,5
"2023-04-08",11.8987360013403,6
"2023-04-08",11.3176627171912,7
"2023-04-08",12.127027512876,8
"2023-04-08",11.224665643064,9
"2023-04-08",11.7370681775488,10
"2023-04-08",11.4253244412818,11
"2023-04-08",11.8561425221838,12
"2023-04-08",11.8323411954321,13
"2023-04-08",11.7127866757788,14
"2023-04-08",11.3587579739966,15
"2023-04-08",12.1073484433569,16
"2023-04-08",11.1586627972998,17
"2023-04-08",11.116846085874,18
"2023-04-08",13.2991390241065,19
"2023-04-08",11.4878816617408,20
"2023-04-08",11.9461393369116,21
"2023-04-08",11.3602437985816,22
"2023-04-08",12.3269243253149,23
"2023-04-08",12.3186273587622,24
"2023-04-08",12.9360036862768,25
"2023-04-08",11.5578007710852,26
"2023-04-08",11.192390920011,27
"2023-04-08",11.4462080014624,28
"2023-04-08",11.3176627171912,29
"2023-04-08",11.1586627972998,30
"2023-04-09",12.5886392641064,1
"2023-04-09",11.7507734346387,2
"2023-04-09",11.3755588579175,3
"2023-04-09",10.995017533302,4
"2023-04-09",10.9872999238965,5
"2023-04-09",11.5101900148389,6
"2023-04-09",11.5179319429395,7
"2023-04-09",11.4466161775586,8
"2023-04-09",11.0054235506055,9
"2023-04-09",11.3022079515454,10
"2023-04-09",11.2459287691113,11
"2023-04-09",11.0271005678174,12
"2023-04-09",11.4678888368604,13
"2023-04-09",11.5358820009229,14
"2023-04-09",10.8718099641797,15
"2023-04-09",11.0779600191113,16
"2023-04-09",11.3755588579175,17
"2023-04-09",11.1940240907666,18
"2023-04-09",10.480266575813,19
"2023-04-09",11.6952524232861,20
"2023-04-09",10.8913250017163,21
"2023-04-09",11.2273454713818,22
