"date","value","i_ens"
"2023-03-01",15.0910177230835,1
"2023-03-01",15.5167751312256,2
"2023-03-01",15.5528621673584,3
"2023-03-01",15.6304130554199,4
"2023-03-01",15.1597156524658,5
"2023-03-01",15.1889972686768,6
"2023-03-01",14.9933280944824,7
"2023-03-01",15.5372314453125,8
"2023-03-01",15.376371383667,9
"2023-03-01",15.3566808700562,10
"2023-03-01",15.53493309021,11
"2023-03-01",15.1630840301514,12
"2023-03-01",15.2568225860596,13
"2023-03-01",15.6466779708862,14
"2023-03-01",14.9495449066162,15
"2023-03-01",15.3556003570557,16
"2023-03-01",15.3084478378296,17
"2023-03-01",15.5489196777344,18
"2023-03-01",15.5389881134033,19
"2023-03-01",15.4873914718628,20
"2023-03-01",15.3804063796997,21
"2023-03-01",15.1653270721436,22
"2023-03-01",15.5203924179077,23
"2023-03-01",15.3002853393555,24
"2023-03-01",15.5599422454834,25
"2023-03-01",15.3751335144043,26
"2023-03-01",15.3355836868286,27
"2023-03-01",15.4751071929932,28
"2023-03-01",15.2190713882446,29
"2023-03-01",15.241530418396,30
"2023-03-02",16.9729747772217,1
"2023-03-02",16.9130611419678,2
"2023-03-02",16.8027038574219,3
"2023-03-02",16.6775951385498,4
"2023-03-02",16.6683578491211,5
"2023-03-02",17.1598243713379,6
"2023-03-02",16.7612838745117,7
"2023-03-02",16.9707508087158,8
"2023-03-02",17.1546535491943,9
"2023-03-02",16.8937892913818,10
"2023-03-02",16.4548320770264,11
"2023-03-02",16.579963684082,12
"2023-03-02",16.7897129058838,13
"2023-03-02",16.8474063873291,14
"2023-03-02",16.7766304016113,15
"2023-03-02",17.0132141113281,16
"2023-03-02",16.3730411529541,17
"2023-03-02",16.4743041992188,18
"2023-03-02",16.9615936279297,19
"2023-03-02",16.904468536377,20
"2023-03-02",17.1347351074219,21
"2023-03-02",16.6572246551514,22
"2023-03-02",17.4245758056641,23
"2023-03-02",16.5480270385742,24
"2023-03-02",16.9411468505859,25
"2023-03-02",17.1545467376709,26
"2023-03-02",16.8986301422119,27
"2023-03-02",16.5758724212646,28
"2023-03-02",17.0207595825195,29
"2023-03-02",16.4531192779541,30
"2023-03-03",15.0422697067261,1
"2023-03-03",14.8604345321655,2
"2023-03-03",15.1944198608398,3
"2023-03-03",15.0606594085693,4
"2023-03-03",15.4475975036621,5
"2023-03-03",15.0126476287842,6
"2023-03-03",15.0289163589478,7
"2023-03-03",14.973240852356,8
"2023-03-03",14.9480047225952,9
"2023-03-03",14.7375020980835,10
"2023-03-03",15.5319013595581,11
"2023-03-03",14.9278936386108,12
"2023-03-03",15.3424682617188,13
"2023-03-03",15.0571937561035,14
"2023-03-03",15.4643983840942,15
"2023-03-03",14.8537626266479,16
"2023-03-03",15.3102979660034,17
"2023-03-03",15.4532527923584,18
"2023-03-03",15.1800756454468,19
"2023-03-03",15.2565097808838,20
"2023-03-03",14.9240837097168,21
"2023-03-03",15.055027961731,22
"2023-03-03",14.8996839523315,23
"2023-03-03",15.0038051605225,24
"2023-03-03",15.2379016876221,25
"2023-03-03",15.3369827270508,26
"2023-03-03",15.3923091888428,27
"2023-03-03",15.1804256439209,28
"2023-03-03",15.2380723953247,29
"2023-03-03",14.72487449646,30
"2023-03-04",17.6678676605225,1
"2023-03-04",17.5668830871582,2
"2023-03-04",17.2913227081299,3
"2023-03-04",17.9493141174316,4
"2023-03-04",18.047571182251,5
"2023-03-04",17.5788631439209,6
"2023-03-04",17.2420673370361,7
"2023-03-04",17.4466934204102,8
"2023-03-04",17.6969203948975,9
"2023-03-04",17.1633720397949,10
"2023-03-04",17.2352275848389,11
"2023-03-04",17.2405433654785,12
"2023-03-04",17.8848075866699,13
"2023-03-04",17.5292015075684,14
"2023-03-04",16.8221645355225,15
"2023-03-04",18.6485767364502,16
"2023-03-04",17.6015205383301,17
"2023-03-04",16.949031829834,18
"2023-03-04",17.4108829498291,19
"2023-03-04",17.3518314361572,20
"2023-03-04",17.6698131561279,21
"2023-03-04",18.2103939056396,22
"2023-03-04",17.2885799407959,23
"2023-03-04",17.5126838684082,24
"2023-03-04",18.047571182251,25
"2023-03-04",17.5405292510986,26
"2023-03-04",17.54736328125,27
"2023-03-04",17.4210338592529,28
"2023-03-04",17.6163673400879,29
"2023-03-04",17.4210529327393,30
"2023-03-05",16.2366161346436,1
"2023-03-05",16.2113876342773,2
"2023-03-05",16.221604347229,3
"2023-03-05",16.3007822036743,4
"2023-03-05",16.5637788772583,5
"2023-03-05",16.3378438949585,6
"2023-03-05",16.295708656311,7
"2023-03-05",16.674241065979,8
"2023-03-05",16.1633653640747,9
"2023-03-05",16.0037593841553,10
"2023-03-05",16.1141567230225,11
"2023-03-05",15.9808654785156,12
"2023-03-05",16.6649045944214,13
"2023-03-05",16.3251399993896,14
"2023-03-05",16.221791267395,15
"2023-03-05",16.1352262496948,16
