"date","value","i_ens"
"2023-02-01",16.4231624636279,1
"2023-02-01",16.621232989751,2
"2023-02-01",16.1768770250903,3
"2023-02-01",16.1004161867725,4
"2023-02-01",15.9924106630908,5
"2023-02-01",16.0994195971118,6
"2023-02-01",16.5310401949512,7
"2023-02-01",16.2082614931689,8
"2023-02-01",16.036437991582,9
"2023-02-01",16.5272550615894,10
"2023-02-01",16.2226905855762,11
"2023-02-01",15.9002246889697,12
"2023-02-01",15.8851165804492,13
"2023-02-01",16.0923595461475,14
"2023-02-01",15.9050922426807,15
"2023-02-01",16.1531429323779,16
"2023-02-01",16.6307945284473,17
"2023-02-01",16.3451480898486,18
"2023-02-01",16.0614824328052,19
"2023-02-01",16.3901834520923,20
"2023-02-01",16.3485107454883,21
"2023-02-01",16.3652257952319,22
"2023-02-01",16.5457172426807,23
"2023-02-01",16.1675319704639,24
"2023-02-01",16.1599140200244,25
"2023-02-01",16.3346309694873,26
"2023-02-01",16.2587451967822,27
"2023-02-01",16.6227073702441,28
"2023-02-01",16.5615835222827,29
"2023-02-01",16.1601781878101,30
"2023-02-02",20.61796187875,1
"2023-02-02",20.3508892011377,2
"2023-02-02",20.7966709089014,3
"2023-02-02",20.3297176313135,4
"2023-02-02",20.3077049207422,5
"2023-02-02",20.3786601972314,6
"2023-02-02",20.2583885144922,7
"2023-02-02",20.7966709089014,8
"2023-02-02",20.3297176313135,9
"2023-02-02",20.3786601972314,10
"2023-02-02",20.2179965924951,11
"2023-02-02",20.0880298566553,12
"2023-02-02",20.5633907270166,13
"2023-02-02",20.4423942517969,14
"2023-02-02",19.9508609723779,15
"2023-02-02",20.0584812116357,16
"2023-02-02",20.5583648633691,17
"2023-02-02",19.8045520734521,18
"2023-02-02",19.6864070844385,19
"2023-02-02",20.5633907270166,20
"2023-02-02",19.4920940351221,21
"2023-02-02",19.9091892194482,22
"2023-02-02",19.9902210187646,23
"2023-02-02",19.8377170514795,24
"2023-02-02",20.5959491681787,25
"2023-02-02",19.9508609723779,26
"2023-02-02",19.7890567731592,27
"2023-02-02",19.6347980451318,28
"2023-02-02",20.0862674665186,29
"2023-02-02",20.0018005323145,30
"2023-02-03",20.5366649633691,1
"2023-02-03",20.9280033117578,2
"2023-02-03",20.0645675665186,3
"2023-02-03",19.9801006323145,4
"2023-02-03",19.9685211187646,5
"2023-02-03",20.1962966924951,6
"2023-02-03",19.967786789541,7
"2023-02-03",20.5742492681787,8
"2023-02-03",20.0367813116357,9
"2023-02-03",20.2366886144922,10
"2023-02-03",19.8160171514795,11
"2023-02-03",20.2644824987695,12
