"wy_simple","wym","cod_cuenca","pr","tem"
1983,7,"4703002",0.427,5.669
1983,8,"4703002",3.097,8.242
1983,9,"4703002",0.036,11.258
1983,10,"4703002",14.801,11.215
1983,11,"4703002",0.744,11.139
1983,12,"4703002",20.159,9.513
1983,1,"5100001",7.813,9.318
1983,2,"5100001",53.87,4.687
1983,3,"5100001",87.08,0.654
1983,4,"5100001",174.241,1.367
1983,5,"5100001",111.889,2.705
1983,6,"5100001",29.199,2.115
1983,7,"5100001",1.202,8.468
1983,8,"5100001",1.059,10.623
1983,9,"5100001",0.033,12.934
1983,10,"5100001",8.212,12.828
1983,11,"5100001",0.301,12.702
1983,12,"5100001",24.874,11.466
1983,1,"5101001",6.248,11.359
1983,2,"5101001",44.734,6.735
1983,3,"5101001",76.142,3.196
1983,4,"5101001",174.389,3.044
1983,5,"5101001",110.289,4.27
1983,6,"5101001",29.94,2.86
1983,7,"5101001",0.023,8.973
1983,8,"5101001",1.059,11.918
1983,9,"5101001",0,13.619
1983,10,"5101001",1.607,13.791
1983,11,"5101001",0,13.64
1983,12,"5101001",22.193,12.658
1983,1,"5200001",11.267,9.873
1983,2,"5200001",54.284,5.419
1983,3,"5200001",87.53,1.427
1983,4,"5200001",168.499,2.219
1983,5,"5200001",108.689,3.636
1983,6,"5200001",29.095,3.025
1983,7,"5200001",1.75,9.287
1983,8,"5200001",2.13,11.275
1983,9,"5200001",0.033,13.566
1983,10,"5200001",8.99,13.459
1983,11,"5200001",0.482,13.345
1983,12,"5200001",29.578,12.066
1983,1,"5401003",22.621,2.599
1983,2,"5401003",38.68,-2.974
1983,3,"5401003",55.694,-5.617
1983,4,"5401003",160.395,-5.552
1983,5,"5401003",53.959,-3.845
1983,6,"5401003",5.002,-4.258
1983,7,"5401003",1.738,1.727
1983,8,"5401003",0.545,4.295
1983,9,"5401003",0,8.078
1983,10,"5401003",22.625,9.496
1983,11,"5401003",2.335,8.811
1983,12,"5401003",14.384,6.788
1983,1,"5410002",18.444,5.643
1983,2,"5410002",44.288,0.298
1983,3,"5410002",75.986,-3.051
1983,4,"5410002",173.901,-2.585
1983,5,"5410002",66.396,-0.842
1983,6,"5410002",5.091,-1.472
1983,7,"5410002",1.615,4.486
1983,8,"5410002",2.117,7.107
1983,9,"5410002",0,10.418
1983,10,"5410002",9.977,11.186
1983,11,"5410002",0.468,10.75
1983,12,"5410002",15.258,9.099
1983,1,"5411001",9.343,12.069
1983,2,"5411001",57.343,6.95
1983,3,"5411001",139.379,3.262
1983,4,"5411001",193.872,4.236
1983,5,"5411001",110.043,5.104
1983,6,"5411001",25.973,4.556
1983,7,"5411001",0.232,9.909
1983,8,"5411001",4.999,13.365
1983,9,"5411001",0,15.924
1983,10,"5411001",1.73,16.331
1983,11,"5411001",0,15.976
1983,12,"5411001",21.214,14.48
1983,1,"5414001",18.82,7.129
1983,2,"5414001",44.688,2.498
1983,3,"5414001",72.757,-1.503
1983,4,"5414001",163.06,-0.809
1983,5,"5414001",83.92,1.267
1983,6,"5414001",15.348,0.679
1983,7,"5414001",6.328,6.895
1983,8,"5414001",4.627,8.69
1983,9,"5414001",0,11.379
1983,10,"5414001",11.81,11.205
1983,11,"5414001",0.626,11.136
1983,12,"5414001",26.738,9.726
1983,1,"5707002",29.846,3.808
1983,2,"5707002",57.601,-1.608
1983,3,"5707002",111.62,-4.553
1983,4,"5707002",192.696,-4.118
1983,5,"5707002",74.519,-2.876
1983,6,"5707002",26.499,-2.648
1983,7,"5707002",9.659,3.579
1983,8,"5707002",2.048,6.485
1983,9,"5707002",0.248,9.523
1983,10,"5707002",16.985,10.697
1983,11,"5707002",0.654,9.77
1983,12,"5707002",25.562,7.823
1983,1,"5710001",46.569,5.08
1983,2,"5710001",92.155,-0.771
1983,3,"5710001",172.214,-3.558
1983,4,"5710001",233.485,-3.355
1983,5,"5710001",103.461,-2.156
1983,6,"5710001",46.204,-1.749
1983,7,"5710001",12.589,4.327
1983,8,"5710001",2.191,7.291
1983,9,"5710001",0.041,10.304
1983,10,"5710001",12.576,11.062
1983,11,"5710001",1.077,10.404
1983,12,"5710001",28,8.642
1983,1,"5721001",31.634,3.418
1983,2,"5721001",51.886,-1.825
1983,3,"5721001",98.232,-4.88
1983,4,"5721001",183.513,-4.127
1983,5,"5721001",77.46,-3.215
1983,6,"5721001",30.69,-3.26
1983,7,"5721001",8.611,2.292
1983,8,"5721001",1.364,5.488
1983,9,"5721001",0,8.395
1983,10,"5721001",3.853,9.02
1983,11,"5721001",0,8.451
1983,12,"5721001",14.346,6.901
1983,1,"5722001",29.588,9.346
1983,2,"5722001",77.315,3.839
1983,3,"5722001",155.785,-0.244
1983,4,"5722001",207.716,0.56
1983,5,"5722001",129.318,1.941
1983,6,"5722001",66.563,1.922
1983,7,"5722001",10.776,6.92
1983,8,"5722001",6.202,10.589
1983,9,"5722001",0,13.492
1983,10,"5722001",0.63,13.883
1983,11,"5722001",0,13.301
1983,12,"5722001",27.436,12.056
1983,1,"5722002",29.665,7.094
1983,2,"5722002",55.469,1.681
1983,3,"5722002",107.97,-1.887
1983,4,"5722002",177.428,-1.04
1983,5,"5722002",78.736,0.143
1983,6,"5722002",35.048,0.042
1983,7,"5722002",8.657,5.889
1983,8,"5722002",1.36,9.185
1983,9,"5722002",0,11.969
1983,10,"5722002",2.892,12.596
1983,11,"5722002",0,12.027
1983,12,"5722002",18.132,10.546
1983,1,"5730008",25.158,12.032
1983,2,"5730008",68.399,6.669
1983,3,"5730008",123.646,3.034
1983,4,"5730008",157.787,3.922
1983,5,"5730008",88.17,4.78
1983,6,"5730008",61.355,4.277
1983,7,"5730008",6.029,10.281
1983,8,"5730008",2.055,13.836
1983,9,"5730008",0,16.171
1983,10,"5730008",0.024,16.77
1983,11,"5730008",0.003,16.04
1983,12,"5730008",15.558,14.752
1983,1,"5741001",7.11,13.988
1983,2,"5741001",73.799,8.772
1983,3,"5741001",164.389,6.202
1983,4,"5741001",209.681,5.999
1983,5,"5741001",126.981,6.877
1983,6,"5741001",37.393,8.09
1983,7,"5741001",0.134,12.212
1983,8,"5741001",0,15.633
1983,9,"5741001",0.021,17.434
1983,10,"5741001",0,18.49
1983,11,"5741001",0,17.243
1983,12,"5741001",10.033,15.845
1983,1,"6003001",68.772,6.092
1983,2,"6003001",164.729,0.114
1983,3,"6003001",288.078,-3.212
1983,4,"6003001",280.894,-3.235
1983,5,"6003001",166.822,-2.037
1983,6,"6003001",81.812,-1.343
1983,7,"6003001",21.284,4.452
1983,8,"6003001",0.538,7.096
1983,9,"6003001",0.509,10.16
1983,10,"6003001",2.957,11.081
1983,11,"6003001",0.659,10.587
1983,12,"6003001",42.502,9.262
1983,1,"6008005",71.249,7.537
1983,2,"6008005",184.531,1.57
1983,3,"6008005",292.249,-1.6
1983,4,"6008005",302.957,-1.595
1983,5,"6008005",176.193,-0.26
1983,6,"6008005",97.314,0.265
1983,7,"6008005",22.394,5.783
1983,8,"6008005",1.904,8.345
1983,9,"6008005",0.139,11.639
1983,10,"6008005",3.311,12.351
1983,11,"6008005",0.814,11.833
1983,12,"6008005",49.377,10.494
1983,1,"6013001",70.901,10.078
1983,2,"6013001",230.453,4.313
1983,3,"6013001",343,0.868
1983,4,"6013001",369.696,1.166
1983,5,"6013001",230.733,2.833
1983,6,"6013001",129.232,3.061
1983,7,"6013001",29.277,8.046
1983,8,"6013001",2.672,11.259
1983,9,"6013001",0.849,13.887
1983,10,"6013001",0.973,14.954
1983,11,"6013001",0,14.572
1983,12,"6013001",67.306,13.101
1983,1,"6027001",66.863,11.618
1983,2,"6027001",216.407,5.921
1983,3,"6027001",317.825,3.09
1983,4,"6027001",316.735,3.38
1983,5,"6027001",212.466,4.751
1983,6,"6027001",106.648,5.396
1983,7,"6027001",22.039,9.399
1983,8,"6027001",8.664,13.032
1983,9,"6027001",7.713,16.195
1983,10,"6027001",0.962,16.674
1983,11,"6027001",0.008,15.832
1983,12,"6027001",60.326,14.62
1983,1,"6028001",76.18,7.424
1983,2,"6028001",211.915,1.682
1983,3,"6028001",325.849,-1.515
1983,4,"6028001",311.837,-1.298
1983,5,"6028001",222.49,-0.078
1983,6,"6028001",90.208,0.838
1983,7,"6028001",25.505,5.647
1983,8,"6028001",4.517,9.079
1983,9,"6028001",2.76,11.795
1983,10,"6028001",1.409,12.554
1983,11,"6028001",0.206,11.937
1983,12,"6028001",64.458,10.826
1983,1,"7103001",76.758,9.868
1983,2,"7103001",244.185,3.761
1983,3,"7103001",364.947,0.813
1983,4,"7103001",366.558,1.307
1983,5,"7103001",234.67,2.35
1983,6,"7103001",115.165,3.354
1983,7,"7103001",23.884,8.322
1983,8,"7103001",2.491,10.223
1983,9,"7103001",11.396,13.84
1983,10,"7103001",5.933,15.454
1983,11,"7103001",1.102,14.645
1983,12,"7103001",54.572,13.552
1983,1,"7104002",79.594,9.123
1983,2,"7104002",230.413,3.039
1983,3,"7104002",354.45,0.058
1983,4,"7104002",342.518,0.503
1983,5,"7104002",237.461,1.502
1983,6,"7104002",106.77,2.624
1983,7,"7104002",27.663,7.58
1983,8,"7104002",3.817,9.57
1983,9,"7104002",12.866,13.28
1983,10,"7104002",7.109,14.674
1983,11,"7104002",1.504,13.909
1983,12,"7104002",58.088,12.788
1983,1,"7112001",76.234,8.032
1983,2,"7112001",253.517,1.768
1983,3,"7112001",392.423,-1.066
1983,4,"7112001",368.192,-0.364
1983,5,"7112001",220.75,0.408
1983,6,"7112001",112.355,1.056
1983,7,"7112001",24.429,6.68
1983,8,"7112001",2.65,8.503
1983,9,"7112001",11.813,11.972
1983,10,"7112001",8.225,13.324
1983,11,"7112001",4.664,12.644
1983,12,"7112001",52.681,11.846
1983,1,"7115001",78.563,8.994
1983,2,"7115001",258.529,2.773
1983,3,"7115001",416.619,-0.329
1983,4,"7115001",388.741,0.755
1983,5,"7115001",231.332,1.481
1983,6,"7115001",125.14,2.025
1983,7,"7115001",29.278,7.905
1983,8,"7115001",10.474,9.961
1983,9,"7115001",13.93,12.91
1983,10,"7115001",13.794,14.287
1983,11,"7115001",3.88,13.591
1983,12,"7115001",61.026,12.94
1983,1,"7117008",70.483,9.338
1983,2,"7117008",248.719,3.223
1983,3,"7117008",381.476,0.232
1983,4,"7117008",372.257,1.064
1983,5,"7117008",215.351,2.033
1983,6,"7117008",119.497,2.686
1983,7,"7117008",22.708,8.216
1983,8,"7117008",5.308,10.228
1983,9,"7117008",11.868,13.395
1983,10,"7117008",8.651,14.73
1983,11,"7117008",3.409,13.914
1983,12,"7117008",49.173,13.126
1983,1,"7317005",64.801,8.904
1983,2,"7317005",206.414,2.112
1983,3,"7317005",458.467,-1.208
1983,4,"7317005",341.905,-0.648
1983,5,"7317005",193.172,0.969
1983,6,"7317005",97.866,1.854
1983,7,"7317005",18.597,6.704
1983,8,"7317005",4.343,8.99
1983,9,"7317005",10.213,13.887
1983,10,"7317005",18.125,14.385
1983,11,"7317005",6.288,13.675
1983,12,"7317005",40.85,13.006
1983,1,"7321002",62.267,8.65
1983,2,"7321002",197.268,2.225
1983,3,"7321002",416.421,-0.639
1983,4,"7321002",323.351,0.038
1983,5,"7321002",183.128,1.006
1983,6,"7321002",91.907,1.597
1983,7,"7321002",17.269,6.821
1983,8,"7321002",4.615,9.341
1983,9,"7321002",9.772,13.528
1983,10,"7321002",16.15,14.095
1983,11,"7321002",4.337,13.503
1983,12,"7321002",41.012,12.711
1983,1,"7330001",78.67,11.157
1983,2,"7330001",229.078,6.089
1983,3,"7330001",503.631,2.714
1983,4,"7330001",372.004,3.321
1983,5,"7330001",249.173,4.937
1983,6,"7330001",155.815,5.759
1983,7,"7330001",34.166,10.362
1983,8,"7330001",12.587,13.776
1983,9,"7330001",13.13,16.473
1983,10,"7330001",19.8,16.676
1983,11,"7330001",46.726,15.279
1983,12,"7330001",49.571,14.841
1983,1,"7350003",76.745,9.93
1983,2,"7350003",243.313,4.501
1983,3,"7350003",501.749,0.827
1983,4,"7350003",391.93,1.488
1983,5,"7350003",255.783,2.973
1983,6,"7350003",142.326,3.617
1983,7,"7350003",25.689,8.224
1983,8,"7350003",11.544,11.358
1983,9,"7350003",15.704,14.683
1983,10,"7350003",15.241,15.194
1983,11,"7350003",25.289,14.008
1983,12,"7350003",42.213,13.612
1983,1,"7354002",72.921,11.055
1983,2,"7354002",256.112,5.721
1983,3,"7354002",487.954,2.539
1983,4,"7354002",402.217,3.334
1983,5,"7354002",259.662,4.842
1983,6,"7354002",140.089,5.269
1983,7,"7354002",19.156,9.472
1983,8,"7354002",7.849,12.446
1983,9,"7354002",11.04,15.908
1983,10,"7354002",11.155,16.533
1983,11,"7354002",18.607,15.312
1983,12,"7354002",32.216,14.675
1983,1,"7355002",69.806,11.255
1983,2,"7355002",263.339,5.758
1983,3,"7355002",503.699,2.928
1983,4,"7355002",431.349,3.835
1983,5,"7355002",265.279,4.929
1983,6,"7355002",145.874,5.559
1983,7,"7355002",16.325,9.901
1983,8,"7355002",6.864,13.318
1983,9,"7355002",8.498,16.491
1983,10,"7355002",8.466,17.168
1983,11,"7355002",10.862,15.941
1983,12,"7355002",36.905,15.054
1983,1,"7358001",44.542,13.356
1983,2,"7358001",176.757,8.634
1983,3,"7358001",341.547,6.012
1983,4,"7358001",293.229,6.885
1983,5,"7358001",188.81,8.323
1983,6,"7358001",101.885,9.093
1983,7,"7358001",8.732,13.55
1983,8,"7358001",5.775,16.948
1983,9,"7358001",2.145,19.269
1983,10,"7358001",3.262,19.835
1983,11,"7358001",11.093,18.343
1983,12,"7358001",17.996,17.156
1983,1,"7381001",21.868,14.721
1983,2,"7381001",111.409,10.075
1983,3,"7381001",220.241,8.08
1983,4,"7381001",191.107,8.08
1983,5,"7381001",137.41,9.858
1983,6,"7381001",52.58,10.634
1983,7,"7381001",1.78,14.719
1983,8,"7381001",0,18.061
1983,9,"7381001",0.076,20.371
1983,10,"7381001",3.646,21.121
1983,11,"7381001",5.29,19.631
1983,12,"7381001",4.486,18.191
1983,1,"8104001",67.326,9.322
1983,2,"8104001",200.626,3.192
1983,3,"8104001",497.65,-0.433
1983,4,"8104001",352.61,0.19
1983,5,"8104001",224.82,1.831
1983,6,"8104001",129.847,2.805
1983,7,"8104001",25.09,7.622
1983,8,"8104001",9.981,10.57
1983,9,"8104001",15.25,14.53
1983,10,"8104001",28.909,14.957
1983,11,"8104001",27.645,13.984
1983,12,"8104001",53.665,13.462
1983,1,"8106001",77.888,9.401
1983,2,"8106001",208.369,3.675
1983,3,"8106001",515.93,0.289
1983,4,"8106001",368.791,0.775
1983,5,"8106001",233.441,2.397
1983,6,"8106001",142.931,3.243
1983,7,"8106001",33.872,7.744
1983,8,"8106001",8.501,10.793
1983,9,"8106001",14.744,14.555
1983,10,"8106001",36.48,14.837
1983,11,"8106001",41.119,13.849
1983,12,"8106001",55.122,13.465
1984,1,"3414001",0,6.844
1984,2,"3414001",0,4.513
1984,3,"3414001",69.112,1.297
1984,4,"3414001",104.114,1.179
1984,5,"3414001",7.974,-0.154
1984,6,"3414001",3.673,1.936
1984,7,"3414001",0.269,5.157
1984,8,"3414001",0.305,7.129
1984,9,"3414001",0.131,8.455
1984,10,"3414001",9.574,8.747
1984,11,"3414001",0,11.059
1984,12,"3414001",0.889,9.583
1984,1,"3421001",0,6.544
1984,2,"3421001",0,4.118
1984,3,"3421001",71.534,0.943
1984,4,"3421001",132.689,0.95
1984,5,"3421001",1.665,-0.977
1984,6,"3421001",1.608,1.539
1984,7,"3421001",0,4.921
1984,8,"3421001",0.008,6.93
1984,9,"3421001",0,7.963
1984,10,"3421001",20.12,7.934
1984,11,"3421001",0.008,10.223
1984,12,"3421001",0.079,9.222
1984,1,"3430003",0,6.257
1984,2,"3430003",0,4.071
1984,3,"3430003",60.064,0.725
1984,4,"3430003",59.948,0.482
1984,5,"3430003",8.182,-0.513
1984,6,"3430003",1.729,1.612
1984,7,"3430003",0.191,4.783
1984,8,"3430003",0.03,6.75
1984,9,"3430003",0.003,8.013
1984,10,"3430003",9.686,8.221
1984,11,"3430003",0,10.438
1984,12,"3430003",0.411,8.964
1984,1,"3820001",0,7.229
1984,2,"3820001",0,4.367
1984,3,"3820001",40.192,1.08
1984,4,"3820001",155.403,1.636
1984,5,"3820001",0.543,0.365
1984,6,"3820001",0.831,2.281
1984,7,"3820001",0,4.767
1984,8,"3820001",0.033,7.308
1984,9,"3820001",0.008,8.685
1984,10,"3820001",13.519,9.025
1984,11,"3820001",0.281,11.28
1984,12,"3820001",0.911,9.905
1984,1,"4302001",0.222,4.701
1984,2,"4302001",0.13,1.686
1984,3,"4302001",28.04,-1.906
1984,4,"4302001",164.337,0.52
1984,5,"4302001",3,-1.443
1984,6,"4302001",4.262,0.814
1984,7,"4302001",0,2.689
1984,8,"4302001",0,5.246
1984,9,"4302001",1.203,6.86
1984,10,"4302001",44.213,7.687
1984,11,"4302001",1.134,10.328
1984,12,"4302001",1.106,8.14
1984,1,"4311001",0.013,4.48
1984,2,"4311001",0.378,2.209
1984,3,"4311001",49.671,-0.881
1984,4,"4311001",407.614,-0.817
1984,5,"4311001",2.822,-2.532
1984,6,"4311001",3.516,0.102
1984,7,"4311001",0.028,3.471
1984,8,"4311001",1.304,5.433
1984,9,"4311001",0.25,7.164
1984,10,"4311001",20.848,7.522
1984,11,"4311001",0,9.181
1984,12,"4311001",0.869,7.796
1984,1,"4313001",0.168,5.254
1984,2,"4313001",0.299,2.935
1984,3,"4313001",36.96,-0.089
1984,4,"4313001",305.317,0.544
1984,5,"4313001",3.137,-1.426
1984,6,"4313001",3.504,1.343
1984,7,"4313001",0,4.333
1984,8,"4313001",0.695,6.313
1984,9,"4313001",0.015,8.182
1984,10,"4313001",14.536,8.6
1984,11,"4313001",0,10.422
1984,12,"4313001",0.155,8.614
1984,1,"4320001",0.453,6.256
1984,2,"4320001",1.694,3.506
1984,3,"4320001",37.7,0.519
1984,4,"4320001",212.109,1.568
1984,5,"4320001",2.482,-0.055
1984,6,"4320001",3.854,2.322
1984,7,"4320001",0.009,4.807
1984,8,"4320001",0.094,6.816
1984,9,"4320001",1.219,8.488
1984,10,"4320001",21.592,8.915
1984,11,"4320001",0.698,10.956
1984,12,"4320001",1.682,9.322
1984,1,"4501001",3.238,3.72
1984,2,"4501001",2.293,1.297
1984,3,"4501001",54.956,-2.171
1984,4,"4501001",393.137,-0.82
1984,5,"4501001",7.207,-3.24
1984,6,"4501001",9.483,-0.343
1984,7,"4501001",0.96,3.21
1984,8,"4501001",2.399,5.203
1984,9,"4501001",1.436,6.616
1984,10,"4501001",25.37,7.088
1984,11,"4501001",0.263,8.67
1984,12,"4501001",1.306,7.318
1984,1,"4503001",0.68,9.544
1984,2,"4503001",2.774,6.599
1984,3,"4503001",47.229,3.62
1984,4,"4503001",391.546,4.318
1984,5,"4503001",6.971,2.904
1984,6,"4503001",10.867,5.252
1984,7,"4503001",1.602,8.577
1984,8,"4503001",2.644,10.195
1984,9,"4503001",0.809,11.956
1984,10,"4503001",11.755,12.442
1984,11,"4503001",0.196,13.644
1984,12,"4503001",3.995,12.45
1984,1,"4511002",5.838,6.692
1984,2,"4511002",8.511,2.751
1984,3,"4511002",42.852,-0.351
1984,4,"4511002",508.694,2.073
1984,5,"4511002",12.275,0.157
1984,6,"4511002",21.365,2.248
1984,7,"4511002",4.557,5.242
1984,8,"4511002",5.747,7.488
1984,9,"4511002",0.065,10.028
1984,10,"4511002",15.365,10.642
1984,11,"4511002",1.072,12.359
1984,12,"4511002",5.172,10.74
1984,1,"4513001",3.726,9.011
1984,2,"4513001",9.113,5.095
1984,3,"4513001",42.648,2.086
1984,4,"4513001",537.878,3.818
1984,5,"4513001",12.257,2.081
1984,6,"4513001",17.371,4.37
1984,7,"4513001",3.291,7.402
1984,8,"4513001",6.269,9.5
1984,9,"4513001",0,11.923
1984,10,"4513001",6.99,12.36
1984,11,"4513001",0.275,14.017
1984,12,"4513001",5.696,12.598
1984,1,"4515002",11.637,9.467
1984,2,"4515002",16.847,5.947
1984,3,"4515002",61.311,2.868
1984,4,"4515002",504.571,4.516
1984,5,"4515002",14.34,2.599
1984,6,"4515002",34.712,5.068
1984,7,"4515002",5.803,8.341
1984,8,"4515002",13.811,10.603
1984,9,"4515002",2.704,12.488
1984,10,"4515002",17.308,12.294
1984,11,"4515002",2.419,13.6
1984,12,"4515002",9.092,12.668
1984,1,"4522002",11.693,9.081
1984,2,"4522002",16.549,5.45
1984,3,"4522002",56.934,2.409
1984,4,"4522002",457.429,3.631
1984,5,"4522002",14.533,1.891
1984,6,"4522002",33.95,4.67
1984,7,"4522002",7.972,8.152
1984,8,"4522002",15.369,10.254
1984,9,"4522002",3.298,12.13
1984,10,"4522002",16.918,11.824
1984,11,"4522002",2.799,12.941
1984,12,"4522002",7.144,12.142
1984,1,"4531002",3.047,11.913
1984,2,"4531002",10.777,8.128
1984,3,"4531002",38.357,5.174
1984,4,"4531002",554.908,5.852
1984,5,"4531002",22.195,4.501
1984,6,"4531002",15.75,6.875
1984,7,"4531002",0.008,9.876
1984,8,"4531002",4.984,11.906
1984,9,"4531002",0,14.264
1984,10,"4531002",0.063,14.386
1984,11,"4531002",0,15.592
1984,12,"4531002",10.668,14.662
1984,1,"4703002",0.355,7.053
1984,2,"4703002",23.658,0.828
1984,3,"4703002",46.809,-2.054
1984,4,"4703002",481.293,0.866
1984,5,"4703002",15.571,-1.216
1984,6,"4703002",28.538,1.046
1984,7,"4703002",1.16,4.86
1984,8,"4703002",6.074,6.553
1984,9,"4703002",0,9.11
1984,10,"4703002",17.641,10.049
1984,11,"4703002",0.123,11.922
1984,12,"4703002",4.015,10.147
1984,1,"5100001",7.382,8.949
1984,2,"5100001",50.873,3.078
1984,3,"5100001",62.62,0.811
1984,4,"5100001",528.921,3.468
1984,5,"5100001",34.511,1.459
1984,6,"5100001",58.447,3.842
1984,7,"5100001",10.887,7.376
1984,8,"5100001",16.207,8.849
1984,9,"5100001",0,11.392
1984,10,"5100001",9.987,11.711
1984,11,"5100001",0,13.429
1984,12,"5100001",11.074,11.906
1984,1,"5101001",4.606,10.236
1984,2,"5101001",47.592,5.359
1984,3,"5101001",44.784,3.016
1984,4,"5101001",522.118,4.983
1984,5,"5101001",28.508,3.339
1984,6,"5101001",56.349,4.724
1984,7,"5101001",9.691,8.193
1984,8,"5101001",21.283,10.351
1984,9,"5101001",0,12.427
1984,10,"5101001",4.259,12.855
1984,11,"5101001",0,14.367
1984,12,"5101001",12.332,12.945
1984,1,"5200001",7.94,9.618
1984,2,"5200001",50.139,3.867
1984,3,"5200001",67.634,1.605
1984,4,"5200001",501.591,4.383
1984,5,"5200001",35.179,2.346
1984,6,"5200001",59.484,4.755
1984,7,"5200001",11.303,8.21
1984,8,"5200001",16.497,9.555
1984,9,"5200001",0,12.028
1984,10,"5200001",11.641,12.362
1984,11,"5200001",0,14.045
1984,12,"5200001",11.165,12.537
1984,1,"5401003",1.913,3.677
1984,2,"5401003",50.869,-1.956
1984,3,"5401003",61.349,-4.834
1984,4,"5401003",357.053,-3.001
1984,5,"5401003",21.266,-5.576
1984,6,"5401003",56.817,-2.008
1984,7,"5401003",12.917,1.078
1984,8,"5401003",18,2.711
1984,9,"5401003",0,4.802
1984,10,"5401003",33.299,7.981
1984,11,"5401003",0.357,9.031
1984,12,"5401003",11.661,6.573
1984,1,"5410002",4.312,6.085
1984,2,"5410002",54.149,0.519
1984,3,"5410002",67.635,-2.272
1984,4,"5410002",424.904,-0.604
1984,5,"5410002",25.148,-2.818
1984,6,"5410002",52.693,1.022
1984,7,"5410002",10.781,3.894
1984,8,"5410002",12.871,5.648
1984,9,"5410002",0.123,7.756
1984,10,"5410002",20.139,9.838
1984,11,"5410002",0.643,11.113
1984,12,"5410002",9.618,9.09
1984,1,"5411001",13.49,11.579
1984,2,"5411001",78.485,5.992
1984,3,"5411001",94.011,4.292
1984,4,"5411001",463.466,4.66
1984,5,"5411001",60.199,3.321
1984,6,"5411001",61.292,7.066
1984,7,"5411001",17.21,9.288
1984,8,"5411001",18.15,11.618
1984,9,"5411001",0,14.447
1984,10,"5411001",6.149,15.23
1984,11,"5411001",0,16.538
1984,12,"5411001",13.521,14.542
1984,1,"5414001",3.17,7.278
1984,2,"5414001",38.125,1.637
1984,3,"5414001",57.903,-1.083
1984,4,"5414001",458.342,1.675
1984,5,"5414001",23.636,-0.599
1984,6,"5414001",50.988,2.776
1984,7,"5414001",6.075,6.276
1984,8,"5414001",10.585,7.118
1984,9,"5414001",0.675,8.971
1984,10,"5414001",24.012,9.959
1984,11,"5414001",1.609,11.529
1984,12,"5414001",7.332,10.071
1984,1,"5707002",23.843,4.658
1984,2,"5707002",104.878,-0.725
1984,3,"5707002",98.168,-3.644
1984,4,"5707002",410.955,-1.481
1984,5,"5707002",39.717,-3.969
1984,6,"5707002",93.374,-0.412
1984,7,"5707002",34.444,3.073
1984,8,"5707002",27.241,4.818
1984,9,"5707002",0.524,6.738
1984,10,"5707002",22.53,9.351
1984,11,"5707002",1.127,10.277
1984,12,"5707002",7.38,7.952
1984,1,"5710001",45.781,5.18
1984,2,"5710001",193.671,0.106
1984,3,"5710001",156.078,-2.811
1984,4,"5710001",505.48,-0.429
1984,5,"5710001",78.082,-3.078
1984,6,"5710001",124.563,0.534
1984,7,"5710001",55.106,4.029
1984,8,"5710001",40.185,5.728
1984,9,"5710001",0.692,7.729
1984,10,"5710001",19.647,9.661
1984,11,"5710001",1.025,10.784
1984,12,"5710001",11.963,8.871
1984,1,"5721001",19.548,3.95
1984,2,"5721001",85.126,-1.751
1984,3,"5721001",83.917,-3.989
1984,4,"5721001",394.912,-2.077
1984,5,"5721001",45.823,-4.772
1984,6,"5721001",81.72,-1.128
1984,7,"5721001",14.553,1.873
1984,8,"5721001",17.073,4.079
1984,9,"5721001",1.01,5.902
1984,10,"5721001",17.608,7.933
1984,11,"5721001",0,9.097
1984,12,"5721001",4.516,7.027
1984,1,"5722001",25.556,8.905
1984,2,"5722001",108.906,2.968
1984,3,"5722001",98.374,0.726
1984,4,"5722001",488.085,1.745
1984,5,"5722001",67.716,0.366
1984,6,"5722001",93.503,3.942
1984,7,"5722001",19.321,6.557
1984,8,"5722001",28.47,8.865
1984,9,"5722001",0.605,11.71
1984,10,"5722001",17.431,12.861
1984,11,"5722001",0,14.025
1984,12,"5722001",11.334,12.209
1984,1,"5722002",20.967,7.348
1984,2,"5722002",91.771,1.642
1984,3,"5722002",84.556,-0.96
1984,4,"5722002",389.296,1.043
1984,5,"5722002",46.427,-1.275
1984,6,"5722002",78.666,2.199
1984,7,"5722002",19.437,5.479
1984,8,"5722002",19.758,7.674
1984,9,"5722002",0.042,9.729
1984,10,"5722002",15.145,11.464
1984,11,"5722002",0,12.631
1984,12,"5722002",5.804,10.657
1984,1,"5730008",21.768,11.522
1984,2,"5730008",106.698,5.855
1984,3,"5730008",86.791,3.906
1984,4,"5730008",353.813,5.796
1984,5,"5730008",56.845,3.6
1984,6,"5730008",83.435,6.303
1984,7,"5730008",24.358,9.87
1984,8,"5730008",25.65,11.929
1984,9,"5730008",0.06,14.794
1984,10,"5730008",9.105,15.631
1984,11,"5730008",0,16.79
1984,12,"5730008",9.143,14.834
1984,1,"5741001",2.686,13.473
1984,2,"5741001",121.551,7.366
1984,3,"5741001",75.244,5.699
1984,4,"5741001",469.93,5.787
1984,5,"5741001",77.023,6.301
1984,6,"5741001",91.685,8.978
1984,7,"5741001",1.55,11.297
1984,8,"5741001",13.225,13.058
1984,9,"5741001",3.284,16.567
1984,10,"5741001",1.518,17.442
1984,11,"5741001",0,18.053
1984,12,"5741001",16.552,16.046
1984,1,"6003001",52.84,5.207
1984,2,"6003001",420.478,0.761
1984,3,"6003001",291.731,-2.569
