"date","3414001","3421001","3430003","3820001","4302001","4311001","4313001","4320001","4501001","4503001","4511002","4513001","4515002","4522002","4531002","4703002","5100001","5101001","5200001","5401003","5410002","5411001","5414001","5707002","5710001","5721001","5722001","5722002","5730008","5741001","6003001","6008005","6013001","6027001","6028001","7103001","7104002","7112001","7115001","7117008","7317005","7321002","7330001","7350003","7354002","7355002","7358001","7381001","8104001","8106001"
"2020-05-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044358777854723,0,0,0,0,0,0,0,0,0,0.0039144377255559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147069304353527,0.525141721938536,6.05418675205999,1.69385043703916,0.534303108205417,1.53639428384966,0.118393205570429,0,2.24037666747061,5.01780050695955
"2020-05-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84734106651869,0.789543768128744,0.0722590008077388,0,0,0,4.14762057419348,8.53630404779518
"2020-05-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476339774038967,0.189912052793911,2.66492382726492,3.65354084863883,1.09438271260665,0.168981887290765,0.510306901808836,0.373352403313669,0.234675811459002,0.314075950956047
"2020-05-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182597955944861,0.138566802102802,0.420288391069302,6.61114221380436,3.94949273472438,16.2556131424188,12.4889488242628,20.3721535995723,24.257465944988,20.3515696810141,32.8683427286646,25.5767817871366,51.3465058290773,46.9700675818984,37.4434999266578,32.0824960026861,22.2695534336159,16.5147697586236,48.182598870727,53.3537255447553
"2020-05-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26767391222706,2.18738770033571,5.41468475067642,0.0091514229272943,10.3024753914317,22.5113752408359,7.62958620760239,8.07677265980823,8.10201643322478,9.2608267894827,3.39672405317901,31.2632288162824,29.2601442140365,24.300111507046,19.6399438612193,24.270866256964,25.2337477580983,25.4453423921079,26.7918176624109,24.3231051840183,24.1651428161252,7.50404022795681,12.5977991708099,1.3407964254506,2.61792040135307,3.83835813032806,7.94888122764358,5.0169955128492,0.151226623931498,1.29709084321374,0.667260743786535
"2020-05-21",0,0,0,0,0,0.116901491658482,0.00337414711344373,0.0115836480224116,0.564282895152618,0.471813741618429,1.38050218254221,1.7291113021365,1.32670621706606,1.50454985274488,0.0553976857652272,1.81322554690194,2.88674441798,2.98319690859798,3.16569059580573,0.0681346267091242,0.969773119506629,2.30793302862146,3.69449232528664,2.00219578149326,3.55705914667664,4.29638099787035,5.49164147996235,4.47319960989428,4.65706381856425,0,0,0.0443776488082045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-05-28",0,0.731747632979343,0.0201263898785441,0,0,0,0,0.00497448628201563,0.00745046184921937,0.0034753219988039,0.0150026996660328,0.0224278429014589,0,0,1.93611630726888,0.168587589033764,0.101512105999788,0,0.267276321796206,0.0126202881416506,0.0157725309187537,0.0454836170598483,0,0.91673565277396,2.2190728774293,0,0,0,0,0,8.01424311979469,8.37231891452323,13.3472487398554,13.3754990371364,15.6776616809711,14.6681163775636,14.7356998510763,17.4927912512891,15.0995709939199,15.2686836692526,13.5871185088585,15.069656737002,7.57194306745435,11.6160147737226,13.1463995917706,13.7251689477918,7.84467652926837,5.98174094594184,11.6712386956038,11.1784076521743
"2020-05-29",0.0441628778627464,0.206788629895111,1.27194423861717,0.741257636740891,3.01215504132451,0.0203846396581099,0.257618234977279,0.772464807952374,0.251772672104734,0.0768672794814774,0,0,0,0,0,0,0,0,0,0.455892382578489,0.390915551951405,0,0,3.38392307428809,10.9393360506791,0.504317730472506,0.0096251772304153,0.590794011754311,0,0,27.9500817749211,23.2135143861504,22.7023815108524,19.5568440798957,30.4926832198922,27.9172303169275,28.9576306477217,33.4957303191787,32.982784826092,29.97358034746,17.1462742411538,22.1364015276248,4.1406861099287,10.5367449369975,12.6866102360352,13.2929790095075,6.60103984069101,0,8.16785572392098,3.39396124907853
"2020-05-30",5.7675975509505,5.82577662646034,5.28205361732626,6.38152884607645,5.82585313379111,9.83779633918368,8.14549584547852,7.68830810301492,10.5142087525989,8.35427091392908,6.39298079537279,4.57451083459122,9.41095236800985,9.25351369099823,0.212368412688761,0.489935704990085,0.347717671671425,0,0.686878424849569,0,0,0,0.33459466084062,0.0211501258495757,0.0248387959045469,0,0,0,0,10.1665604994771,0.0737016072619923,1.05479932425559,3.98526095266172,7.96196899741366,1.27421188513628,0.65942386373891,1.08154670700325,0.960533143706649,2.04365674996934,0.799756332165378,0,0.0039508421349057,0,0,0,0,0,0,0,0
"2020-05-31",3.91275579505708,8.3379994073872,3.98595231022033,1.1447155443766,0,0,0,0,0,1.26362911816719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476066759187449,0.110381849439189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350195787350116,0.0248248979534908,0,0.00404270150772257,0.0143505705232366,0,0,0,0.0275573748009788,0.004499164133124
"2020-06-02",0,0,0,0,0,1.190479070886,0.139260904178615,0.0654201022943327,2.8917882085444,3.34041660321403,7.00170707931557,7.89816372026956,10.8216673689001,10.9812483817797,7.79619815382006,6.34861679522233,10.8029284674396,13.5972170177853,10.3982494225832,2.37390434299104,3.69504681710084,9.61026199240947,7.56169702591519,4.66898777094546,8.85535864861865,6.05456278724771,10.0621150828564,6.18662937279009,6.70473416815416,5.19144642850727,15.0867546349291,14.6715008560716,18.548196836593,16.9565592186946,19.9137210419578,14.4502605447287,17.4841125851755,15.7738589930663,19.8171672934322,14.6101190457815,12.5836543752497,13.0715183443711,15.4091387864098,17.1218432374339,14.6472967254092,13.7574889948992,9.36724569230402,5.19571170800183,17.2337310039008,14.2995728092729
"2020-06-03",6.20361157146938,10.3632027799096,4.89371423361399,7.93831190682789,0,9.02131316913321,1.54872463768481,3.55983350392105,6.03760458375073,14.2264054889361,6.3971912559522,8.90080774895959,12.4268222331159,13.7045973305431,13.5096744833421,2.59605404371965,6.47638376379357,13.7109624282429,5.62782858309369,0,0.00399444974363977,0.0692598837355997,0.208227661411574,0.159592467191567,0.0564122275699188,0.00870591927326257,2.87951114060611,0.0739325633277357,1.87559357128925,6.35450835148974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-04",0,0,0.127957734634618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-07",7.45630546378354,1.18089274397304,2.7346338350909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66509561436222,0.633331025167508,7.95175742050475,6.79063091912676,4.89727214779448,4.64495258948648,1.60637776056026,0,4.45798645915304,5.87267422237528
"2020-06-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388316566195363,0.00772494846310573,0.189581518873351,1.28356669284756,4.12910692670225,2.23446820359494,0.0897424519867834,0.382189460980501,0,0,2.70062797868266,4.79837551043703
"2020-06-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-10",0.111418329860518,0.0072102554634583,0.297421162253789,0.0034968406447923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-11",9.43809362553753,8.27017746770484,7.45964376385927,1.83298598063477,0.511970490026984,0,0,0.217514961766261,0.0828610440988609,0.379251520645476,1.18156157865529,1.8288060967377,0.44635737009056,0.186148505876483,0.733119214308166,5.3186647545808,5.04172537856785,1.3020979666393,6.10043311180297,11.1140138059593,11.5639887869858,14.2783447867862,6.77889024090311,18.0247741718607,28.5977579986517,13.5450795257663,14.5403564775199,14.0296817744537,16.020133139602,17.7883753605865,54.9486705979493,54.1312072592771,63.9022648292488,60.3018000316737,66.4112603333158,68.9349920681833,68.9093684936466,71.6125416075256,67.0630371493147,67.1279756995787,60.3595476825466,60.3231334953755,61.5579236836,60.3725425880824,58.6166676550346,61.5116649618954,43.6002203753741,41.5664663003404,60.9476898712609,64.6835438069681
"2020-06-12",0,0,0,0,0,0,0,0,0.311416401477534,0.0827167672362412,0.106036508806789,0.1504761790396,1.52467211290742,1.04059448480668,0.203677401677756,6.73767665253869,9.50777248164039,5.94933194120802,9.97078300618952,7.4122404809795,10.8531439340869,18.0518576969464,9.17093694050852,12.3693266254743,13.1562458147092,14.3125407521036,21.3272013907861,13.9675594964599,15.4155063625985,12.3268015502926,3.31502606513619,6.99456976426488,3.00934414891069,0.786285088957467,0.57826834402558,5.12709699626762,4.53115869145208,4.3384728682481,5.78312437592905,5.63146504282249,9.73842635575176,8.00650433483949,11.5950662934778,13.3247100239413,15.03560602492,14.9124181237482,10.350376792266,5.2034599428422,9.26317508763759,9.32809154315904
"2020-06-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-06-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
